index,date,B_value,B_Profit rate,B _credit_of_future_tendency,B_Risk_credit,G_value,G_Profit rate,G_Credit_of_future_tendency,G_Risk_credit,DealDay,黄金买入评分,比特币买入评分,黄金持有份额,比特币持有份额,现金持有份额,Gold Asset,BCoin Asset,Total Asset,Gold Purchase,BCoin Purchase
349,2017/8/26,4360.513317,0.006635467,0.023167672,2.936283131,1285.3,0,0.000560057,-0.604096359,0,0.411301353,0.60780506,0.723011112,0.067976777,0.012709438,929.2861821,296.4136435,1225.712535,0,0
350,2017/8/27,4354.308333,-0.001422994,0.024666621,2.927333077,1285.3,0,0.00084068,-0.579262361,0,0.407987914,0.61245918,0.723011112,0.067976777,0.012709438,929.2861821,295.9918487,1225.29074,0,0
351,2017/8/28,4339.05,-0.003504192,0.022485041,2.880007994,1285.3,0,0.002667332,-0.353435377,0,0.404708434,0.595002691,0.723011112,0.067976777,0.012709438,929.2861821,294.9546364,1224.253528,0,0
352,2017/8/29,4607.98545,0.061980261,0.029304935,2.889021492,1318.65,0.02594725,0.00064873,0.167112124,1,0.390374039,0.595212301,0.723011112,0.067976777,0.012709438,953.3986027,313.2360016,1266.647314,0,0
353,2017/8/30,4594.98785,-0.002820669,0.0328211,2.755317071,1308.5,-0.007697266,0.003731313,0.204936194,1,0.391378093,0.583439705,0.723011112,0.067976777,0.012709438,946.0600399,312.3524667,1258.425216,0,0
354,2017/8/31,4582.52,-0.002713359,0.03421841,2.722169768,1311.75,0.00248376,0.004403334,0.260336769,1,0.387842255,0.576875994,0.723011112,0.067976777,0.012709438,948.409826,311.5049424,1259.927478,0,0
355,2017/9/1,4911.740017,0.071842571,0.037480041,3.136451412,1320.4,0.006594244,0.006194207,0.396169728,1,0.382254172,0.579583857,0.723011112,0.067976777,0.012709438,954.6638721,333.8842583,1288.56084,0,0
356,2017/9/2,4580.38748,-0.067461335,0.022960775,2.73181994,1320.4,0,0.00456777,0.333680815,0,0.379575786,0.571975082,0.723011112,0.067976777,0.012709438,954.6638721,311.3599806,1266.036562,0,0
357,2017/9/3,4585.57,0.001131459,0.018742718,2.710308546,1320.4,0,0.012052197,0.572565182,0,0.376965355,0.583957587,0.723011112,0.067976777,0.012709438,954.6638721,311.7122716,1266.388853,0,0
358,2017/9/4,4344.098317,-0.052659033,0.001834444,2.936041384,1333.1,0.009618297,0.002220367,0.898842754,1,0.493033586,0.597114541,0.723011112,0.067976777,0.012709438,963.8461132,295.2978047,1259.156627,0,0
359,2017/9/5,4488.72014,0.033291563,-0.003948512,2.940636319,1335.55,0.001837822,0.00254779,0.992934092,1,0.489956985,0.579040212,0.723011112,0.067976777,0.012709438,965.6174905,305.1287302,1270.75893,0,0
360,2017/9/6,4385.02,-0.023102385,-0.005303904,2.810447769,1337.85,0.001722137,0.003766138,1.107833995,1,0.487603403,0.567250543,0.723011112,0.067976777,0.012709438,967.280416,298.0795289,1265.372654,0,0
361,2017/9/7,4654.6585,0.061490826,-0.005695059,3.171566378,1343.5,0.004223194,0.003938122,1.20974322,1,0.421669095,0.589931154,0.723011112,0.067976777,0.012709438,971.3654288,316.4086852,1287.786823,0,0
362,2017/9/8,4310.750183,-0.073884758,-0.02153283,2.554483819,1346.25,0.002046892,0.003212809,1.267425721,1,0.418999843,0.579216962,0.723011112,0.067976777,0.012709438,973.3537093,293.030906,1266.397325,0,0
363,2017/9/9,4312.26,0.000350245,-0.016538891,2.553205057,1346.25,0,0.005162859,1.256048058,0,0.417660214,0.575840007,0.723011112,0.067976777,0.012709438,973.3537093,293.1335385,1266.499957,0,0
364,2017/9/10,4329.955,0.004103417,-0.022006286,2.501832352,1346.25,0,0.000778248,1.265094838,0,0.416483883,0.588947452,0.723011112,0.067976777,0.012709438,973.3537093,294.3363876,1267.702806,0,0
365,2017/9/11,4248.090017,-0.018906659,-0.027092772,2.364199892,1334.2,-0.008950789,0.000104182,1.190034658,1,0.42092642,0.581855171,0.723011112,0.067976777,0.012709438,964.6414255,288.7714699,1253.425605,0,0
366,2017/9/12,4198.59,-0.011652299,-0.043969775,2.312046209,1326.5,-0.005771249,0.000304045,0.551193988,1,0.423836156,0.574751351,0.723011112,0.067976777,0.012709438,959.0742399,285.4066182,1244.493568,0,0
367,2017/9/13,3961.271267,-0.056523436,-0.052983252,2.716440152,1327.55,0.000791557,-0.001486572,0.575261432,1,0.328520191,0.593497041,0.723011112,0.067976777,0.012709438,959.8334016,269.2744555,1229.120567,0,0
368,2017/9/14,3319.63,-0.161978623,-0.074968642,2.521210469,1324.55,-0.002259802,-0.00192282,0.539183664,1,0.328533325,0.613269674,0.723011112,0.067976777,0.012709438,957.6643682,225.6577499,1183.334828,0,0
369,2017/9/15,3216.43,-0.031087802,-0.068341764,2.312717361,1322.85,-0.001283455,-0.000751114,0.525974887,1,0.32780376,0.607067656,0.723011112,0.067976777,0.012709438,956.4352493,218.6425464,1175.090505,0,0
370,2017/9/16,3763.62604,0.170125276,-0.053453346,2.70478271,1322.85,0,-0.001769758,0.491508563,0,0.325790688,0.587170292,0.723011112,0.067976777,0.012709438,956.4352493,255.8391699,1212.287129,0,0
371,2017/9/17,3746.060783,-0.00466711,-0.03573953,2.377782406,1322.85,0,-0.003175988,0.346683017,0,0.323867542,0.594668161,0.723011112,0.067976777,0.012709438,956.4352493,254.6451403,1211.093099,0,0
372,2017/9/18,3678.53,-0.018027146,-0.014308119,2.326450531,1312.1,-0.008126394,-0.003588121,0.053862515,1,0.267487294,0.601586692,0.16810927,0.067976777,726.724092,220.5761731,250.0546153,1197.35488,-0.554901842,0
373,2017/9/19,3943.413333,0.072007931,0.011339604,3.032955197,1309.6,-0.001905343,-0.004737971,0.053368197,1,0.359230438,0.605677817,0.16810927,0.067976777,726.724092,220.1558999,268.0605307,1214.940523,0,0
374,2017/9/20,3977.561667,0.008659588,-0.008910174,3.628503318,1311.3,0.001298106,-0.008126104,0.097806652,1,0.355146346,0.608289263,0.16810927,0.067976777,726.724092,220.4416856,270.3818244,1217.547602,0,0
375,2017/9/21,3894.48,-0.020887587,-0.03397251,3.585202992,1292.1,-0.014641958,-0.004269803,-0.220915998,1,0.367759145,0.610617258,0.16810927,0.067976777,726.724092,217.2139877,264.7342004,1208.67228,0,0
376,2017/9/22,3637.50255,-0.065985048,-0.042481919,3.036508488,1294.8,0.002089622,-0.001950326,-0.160338515,1,0.454021645,0.62267109,0.16810927,0.067976777,726.724092,217.6678827,247.2657015,1191.657676,0,0
377,2017/9/23,3776.3869,0.038181238,-0.023527724,2.82749492,1294.8,0,-0.003438162,-0.334890117,0,0.449980693,0.627141743,0.16810927,0.067976777,726.724092,217.6678827,256.706612,1201.098587,0,0
378,2017/9/24,3777.62,0.000326529,-0.020939373,2.827142886,1294.8,0,-0.002447034,-0.321690242,0,0.445928868,0.633817328,0.16810927,0.067976777,726.724092,217.6678827,256.7904342,1201.182409,0,0
379,2017/9/25,3942.555,0.043661088,-0.014900151,3.072833414,1293.3,-0.00115848,-0.001195755,-0.225391393,1,0.412328639,0.638466059,0.16810927,0.067976777,726.724092,217.4157188,268.002184,1212.141995,0,0
380,2017/9/26,3910.307383,-0.00817937,-0.008789959,3.057254706,1300.05,0.005219207,-0.004713253,-0.044495211,1,0.402980738,0.646886148,0.16810927,0.067976777,726.724092,218.5504564,265.8100949,1211.084643,0,0
381,2017/9/27,3881,-0.007494905,-0.006090762,3.051236963,1282.55,-0.013461021,-0.004845622,-0.284547466,1,0.41697233,0.652252421,0.16810927,0.067976777,726.724092,215.6085441,263.8178735,1206.15051,0,0
382,2017/9/28,4201.98905,0.08270782,0.008306894,3.236595605,1283.35,0.000623757,-0.003086603,-0.257495385,1,0.350914147,0.66097963,0.16810927,0.067976777,726.724092,215.7430316,285.6376747,1228.104798,0,0
383,2017/9/29,4193.574667,-0.002002476,0.01725382,3.175448431,1283.1,-0.000194803,-0.00299083,-0.251444352,1,0.347950456,0.670480699,0.16810927,0.067976777,726.724092,215.7010042,285.0656921,1227.490788,0,0
384,2017/9/30,4164.27,-0.006987992,0.022556641,3.247558442,1283.1,0,-0.005963943,-0.293622773,0,0.34484715,0.679735662,0.16810927,0.067976777,726.724092,215.7010042,283.0736552,1225.498752,0,0
385,2017/10/1,4360.722967,0.047175848,0.037697547,3.210133871,1283.1,0,0.000826346,-0.499962772,0,0.341756539,0.687067084,0.16810927,0.067976777,726.724092,215.7010042,296.4278949,1238.852991,0,0
386,2017/10/2,4386.88375,0.005999185,0.038689949,3.297634651,1273.7,-0.007326007,-0.002336661,-0.445407696,1,0.349483899,0.687894335,0.16810927,0.067976777,726.724092,214.1207771,298.2062206,1239.05109,0,0
387,2017/10/3,4394.07,0.001638122,0.038966706,3.317790419,1271.25,-0.00192353,-0.002079397,-0.627926295,1,0.318885405,0.688231882,0.16810927,0.067976777,726.724092,213.7089094,298.6947187,1239.12772,0,0
388,2017/10/4,4225.175,-0.03843703,0.029776765,2.850253174,1274.25,0.002359882,-0.00409644,-0.846663561,1,0.31242458,0.690114804,0.16810927,0.067976777,726.724092,214.2132372,287.2137809,1228.15111,0,0
389,2017/10/5,4338.852,0.026904684,0.027262175,3.054883385,1274.5,0.000196194,-0.004665013,-0.841743904,1,0.431084317,0.68925686,0.16810927,0.067976777,726.724092,214.2552645,294.941177,1235.920534,0,0
390,2017/10/6,4318.58,-0.004672204,0.02490229,3.035374266,1261.8,-0.009964692,-0.00544074,-1.091288447,1,0.44707179,0.689383833,0.16810927,0.067976777,726.724092,212.1202768,293.5631518,1232.407521,0,0
391,2017/10/7,4376.191667,0.013340419,0.0228564,3.019922677,1261.8,0,-0.000309762,-0.766325769,0,0.443959738,0.688747711,0.16810927,0.067976777,726.724092,212.1202768,297.4794072,1236.323776,0,0
392,2017/10/8,4602.280883,0.051663463,0.025757515,3.236981468,1261.8,0,0.000469103,-0.823081088,0,0.440910205,0.686873619,0.16810927,0.067976777,726.724092,212.1202768,312.8482236,1251.692592,0,0
393,2017/10/9,4605.66,0.000734227,0.030980844,3.295736668,1278.75,0.013433191,0.00035916,-0.912887619,1,0.387207353,0.687629829,0.16810927,0.067976777,726.724092,214.9697289,313.0779251,1254.771746,0,0
394,2017/10/10,4782.28,0.038348467,0.036318264,3.728207598,1291.4,0.009892473,0.001326214,-0.859362573,1,0.404193095,0.686811087,0.16810927,0.067976777,726.724092,217.0963112,325.0839835,1268.904387,0,0
395,2017/10/11,4819.485767,0.007779922,0.051247422,3.762956813,1289.25,-0.00166486,0.001306002,-0.901291357,1,0.405657378,0.687455584,0.16810927,0.067976777,726.724092,216.7348762,327.6131116,1271.07208,0,0
396,2017/10/12,4822.17,0.000556954,0.066452058,3.859496769,1290.25,0.000775645,0.004290004,-0.88218741,1,0.405486866,0.688305472,0.16810927,0.067976777,726.724092,216.9029855,327.7955771,1271.422655,0,0
397,2017/10/13,5563.806567,0.153797267,0.096966708,4.704724859,1299.6,0.007246658,0.00309706,-0.701916906,1,0.36642459,0.683623092,0.16810927,0.067976777,726.724092,218.4748072,378.209641,1323.40854,0,0
398,2017/10/14,5739.438733,0.031566907,0.098661555,4.770569263,1299.6,0,0.004049072,-0.702163116,0,0.36749738,0.684249402,0.16810927,0.067976777,726.724092,218.4748072,390.1485497,1335.347449,0,0
399,2017/10/15,5825.99,0.015080093,0.096349879,4.98681744,1299.6,0,0.005013954,-0.600125345,0,0.368579177,0.685366385,0.16810927,0.067976777,726.724092,218.4748072,396.0320259,1341.230925,0,0
400,2017/10/16,5711.205867,-0.019702082,0.088536607,4.56188826,1303.3,0.00284703,-0.000169795,-0.529767462,1,0.366334276,0.701003594,0.16810927,0.067976777,726.724092,219.0968115,388.2293705,1334.050274,0,0
401,2017/10/17,5603.71294,-0.018821406,0.074542792,4.283548922,1284.75,-0.014233101,4.57E-05,-0.948791055,1,0.386432143,0.688003786,0.16810927,0.067976777,726.724092,215.9783845,380.9223477,1323.624824,0,0
402,2017/10/18,5594.66,-0.001615525,0.072546586,4.291946083,1280.2,-0.003541545,0.001989534,-1.031832296,1,0.392448612,0.69920273,0.16810927,0.067976777,726.724092,215.2134874,380.306958,1322.244537,0,0
403,2017/10/19,5727.6335,0.023767932,0.045166281,4.310098055,1286.4,0.004842993,-0.001236259,-0.912316854,1,0.292236715,0.690633855,0.034926934,0.067976777,895.519118,44.93000809,389.346068,1329.795194,-0.133182336,0
404,2017/10/20,5979.45984,0.043966909,0.027243851,4.598208264,1281.2,-0.004042289,-0.000848911,-1.012504521,1,0.298831573,0.687216625,0.007026196,0.067976777,931.051712,9.001962813,406.4644111,1346.518086,-0.027900738,0
405,2017/10/21,5986.44,0.001167356,0.017766869,4.671180558,1281.2,0,0.001280868,-0.770782226,0,0.3003891,0.689046083,0.007026196,0.067976777,931.051712,9.001962813,406.9388999,1346.992575,0,0
406,2017/10/22,5983.18455,-0.000543804,0.014953924,4.439223854,1281.2,0,-0.001958637,-0.738974869,0,0.301963869,0.689186789,0.007026196,0.067976777,931.051712,9.001962813,406.7176049,1346.77128,0,0
407,2017/10/23,5876.079867,-0.017900949,0.01249148,4.170276779,1274.9,-0.004917265,-0.002104973,-0.744288743,1,0.341980248,0.695521747,0.007026196,0.067976777,931.051712,8.957697776,399.4369737,1339.446383,0,0
408,2017/10/24,5900.59,0.004171171,0.008611088,4.309034172,1276.45,0.001215782,-0.003124291,-0.731958305,1,0.339747041,0.691023054,0.007026196,0.067976777,931.051712,8.96858838,401.1030935,1341.123394,0,0
409,2017/10/25,5669.622533,-0.039143114,0.005254136,3.858900506,1275,-0.001135963,-0.004014478,-0.832206927,1,0.340224953,0.696246871,0.007026196,0.067976777,931.051712,8.958400395,385.4026694,1325.412782,0,0
410,2017/10/26,5893.138417,0.039423415,0.005368534,4.109695846,1273.75,-0.000980392,-0.00684485,-0.856499839,1,0.341503355,0.69117104,0.007026196,0.067976777,931.051712,8.94961765,400.5965589,1340.597889,0,0
411,2017/10/27,5889.82,-0.000563098,0.002078848,4.137119743,1266.45,-0.005731109,-0.001142909,-1,1,0.349255024,0.673699483,0.007026196,0.067976777,931.051712,8.898326416,400.3709836,1340.321022,0,0
412,2017/10/28,5776.69695,-0.019206538,0.005939895,3.662201343,1266.45,0,-0.001830258,-1,0,0.346244638,0.699718711,0.007026196,0.067976777,931.051712,8.898326416,392.6812432,1332.631282,0,0
413,2017/10/29,6155.43402,0.065562911,0.01872104,3.942784761,1266.45,0,-0.002010587,-0.779460805,0,0.342790965,0.702727788,0.007026196,0.289968825,276.7758022,8.898326416,1784.88397,2070.558098,0,0.221992047
414,2017/10/30,6136.49,-0.003077609,0.029759875,3.963829028,1272,0.004382329,-0.000580898,-0.558739158,1,0.333771762,0.685796385,0.007026196,0.289968825,276.7758022,8.937321806,1779.390794,2065.103918,0,0
415,2017/10/31,6388.645167,0.041091107,0.039685227,3.98117244,1270.15,-0.001454403,0.000490969,-0.125555592,1,0.333653606,0.684705557,0.007026196,0.289968825,276.7758022,8.924323343,1852.507932,2138.208057,0,0
416,2017/11/1,6665.306683,0.043305194,0.058178051,4.16902932,1277.05,0.005432429,-0.001183576,0.048477781,1,0.419490964,0.693071393,0.007026196,0.289968825,276.7758022,8.972804098,1932.731146,2218.479753,0,0
417,2017/11/2,6751.98,0.01300365,0.070666802,4.332466567,1279.2,0.001683568,-0.00050328,0.117776632,1,0.41829967,0.678722866,0.007026196,0.289968825,276.7758022,8.98791042,1957.863706,2243.627419,0,0
418,2017/11/3,7197.72006,0.0660162,0.081093032,4.698649986,1267.2,-0.009380863,-0.000604622,-0.13072502,1,0.429516324,0.693157186,0.007026196,0.289968825,276.7758022,8.903596063,2087.114428,2372.793826,0,0
419,2017/11/4,7437.543317,0.033319337,0.07986385,4.469579628,1267.2,0,9.95E-05,-0.157156742,0,0.429511397,0.70085599,0.007026196,0.342791212,82.79582327,8.903596063,2549.524492,2641.223911,0,0.052822388
420,2017/11/5,7365.99,-0.009620558,0.068736094,4.363827437,1267.2,0,0.000105483,0.080613823,0,0.429714472,0.694336908,0.007026196,0.342791212,82.79582327,8.903596063,2524.996643,2616.696063,0,0
421,2017/11/6,6989.071667,-0.051170085,0.050923187,3.624074894,1270.9,0.002919823,0.002366688,0.122847966,1,0.334542725,0.700149748,0.007026196,0.342791212,82.79582327,8.92959299,2395.792351,2487.517767,0,0
422,2017/11/7,7092.127233,0.014745244,0.032568585,3.536565666,1275.6,0.003698167,0.002809132,0.237974011,1,0.332277458,0.69052097,0.007026196,0.342791212,82.79582327,8.962616113,2431.118893,2522.877333,0,0
423,2017/11/8,7128.64,0.005148352,0.015389631,3.556580297,1284,0.006585136,0.001537398,0.247086054,1,0.328154856,0.698377737,0.007026196,0.342791212,82.79582327,9.021636163,2443.635149,2535.452608,0,0
424,2017/11/9,7158.03706,0.004123796,-0.008774469,3.791277102,1284.8,0.000623053,0.002102193,0.274494597,1,0.330027734,0.686270811,0.007026196,0.342791212,82.79582327,9.02725712,2453.712203,2545.535283,0,0
425,2017/11/10,6719.39785,-0.061279259,-0.032612377,3.409706852,1284.3,-0.000389166,0.001328346,0.266164593,1,0.332245686,0.70040182,0.007026196,0.342791212,82.79582327,9.023744022,2303.350536,2395.170103,0,0
426,2017/11/11,6569.22,-0.022349897,-0.038586812,3.289246854,1284.3,0,0.000953291,0.221262381,0,0.335152091,0.692953486,0.007026196,0.342791212,82.79582327,9.023744022,2251.870889,2343.690456,0,0
427,2017/11/12,5716.301583,-0.129835569,-0.04614657,2.668988909,1284.3,0,-0.000783622,0.204915605,0,0.3380969,0.706301172,0.007026196,0.36023901,24.31703622,9.023744022,2059.234825,2092.575605,0,0.017447798
428,2017/11/13,6550.227533,0.145885576,-0.019729748,3.245790294,1277.95,-0.004944328,0.002014678,-0.513940408,1,0.4059948,0.671573838,0.007026196,0.36023901,24.31703622,8.979127675,2359.647484,2392.943648,0,0
429,2017/11/14,6493.63,-0.008640545,-0.002499817,3.305646554,1274.6,-0.002621386,0.000200647,-0.558355365,1,0.410452359,0.688631267,0.007026196,0.36023901,24.31703622,8.955589917,2339.258845,2372.531471,0,0
430,2017/11/15,7301.42992,0.124398822,0.035541818,3.477892966,1282.2,0.005962655,-0.000495243,-0.285406111,1,0.408398131,0.684114873,0.007026196,0.36023901,24.31703622,9.008989009,2630.259888,2663.585914,0,0
431,2017/11/16,7815.0307,0.070342493,0.053427435,3.635309242,1280,-0.001715801,0.000306046,-0.338266522,1,0.413512387,0.640140796,0.007026196,0.36023901,24.31703622,8.993531377,2815.278925,2848.589493,0,0
432,2017/11/17,7868.77,0.006876403,0.066513966,3.829399289,1284.35,0.003398437,0.000863847,-0.235876971,1,0.35187325,0.661578493,0.007026196,0.36023901,24.31703622,9.024095332,2834.637917,2867.979049,0,0
433,2017/11/18,7817.140383,-0.006561333,0.051111102,3.553378563,1284.35,0,0.000871638,-0.40179861,0,0.355045706,0.690406708,0.007026196,0.36023901,24.31703622,9.024095332,2816.038915,2849.380047,0,0
434,2017/11/19,8007.654067,0.024371276,0.057170931,3.17138999,1284.35,0,0.000176033,-0.435134089,0,0.35824915,0.718325978,0.007026196,0.36461867,6.849477401,9.024095332,2919.740177,2935.613749,0,0.00437966
435,2017/11/20,8049.72,0.005253216,0.04662203,3.289021325,1286.2,0.001440417,0.000363392,-0.20877066,1,0.36056795,0.667208086,0.007026196,0.36461867,6.849477401,9.037093795,2935.078201,2950.964772,0,0
436,2017/11/21,8059.8,0.001252217,0.055481715,2.974775285,1283.3,-0.002254704,0.000664834,-0.38372814,1,0.365194141,0.687409856,0.007026196,0.36461867,6.849477401,9.016717825,2938.753557,2954.619753,0,0
437,2017/11/22,8268.035,0.025836249,0.045649995,3.580157781,1286.95,0.00284423,0.000859434,-0.492201267,1,0.366425181,0.720155127,0.007026196,0.36461867,6.849477401,9.042363442,3014.679926,3030.571767,0,0
438,2017/11/23,8236.72,-0.003787478,0.036785671,3.378431797,1290.35,0.002641905,0.000888808,-0.41415139,1,0.367775004,0.67025617,0.007026196,0.36461867,6.849477401,9.06625251,3003.261893,3019.177622,0,0
439,2017/11/24,8250.978333,0.001731069,0.038112913,3.6321759,1290.5,0.000116248,0.001251565,-0.411395536,1,0.370761078,0.685133646,0.007026196,0.36461867,6.849477401,9.067306439,3008.460747,3024.377531,0,0
440,2017/11/25,8707.407267,0.055318159,0.049464152,3.745405013,1290.5,0,0.002029571,-0.412058645,0,0.373874074,0.719982774,0.007026196,0.365790137,1.917971661,9.067306439,3185.083701,3196.068979,0,0.001171467
441,2017/11/26,8768.8,0.007050633,0.061130452,3.755382795,1290.5,0,0.001366457,-0.356596056,0,0.377024797,0.66650898,0.007026196,0.365790137,1.917971661,9.067306439,3207.540557,3218.525835,0,0
442,2017/11/27,9718.29505,0.10828107,0.082330289,4.45144515,1294.9,0.003409531,0.000358812,-0.336194113,1,0.440182995,0.679017431,0.007026196,0.365790137,1.917971661,9.098221703,3554.856482,3565.872675,0,0
443,2017/11/28,9952.50882,0.024100294,0.091037903,4.276921666,1291.85,-0.002355394,0.000252698,-0.374372371,1,0.444945344,0.692233293,0.007026196,0.365790137,1.917971661,9.076791804,3640.529569,3651.524332,0,0
444,2017/11/29,9919,-0.003366872,0.092828365,4.216164391,1283.85,-0.006192669,-0.000915349,-0.795725858,1,0.451704058,0.689929031,0.007026196,0.365790137,1.917971661,9.020582233,3628.272373,3639.210927,0,0
445,2017/11/30,10147.372,0.023023692,0.10451594,4.048896919,1280.2,-0.002843011,-0.001201578,-0.879563642,1,0.456261253,0.693636109,0.007026196,0.365790137,1.917971661,8.994936616,3711.808598,3722.721506,0,0
446,2017/12/1,10883.912,0.07258431,0.100301545,4.540667855,1275.5,-0.003671301,-0.001680125,-0.987367848,1,0.39946362,0.686613313,0.007026196,0.365790137,1.917971661,8.961913493,3981.227666,3992.107551,0,0
447,2017/12/2,10879.88,-0.000370455,0.0962414,4.479170958,1275.5,0,-0.000682538,-1.101646641,0,0.402259311,0.672715233,0.007026196,0.365790137,1.917971661,8.961913493,3979.7528,3990.632685,0,0
448,2017/12/3,11332.622,0.041612775,0.086948629,3.860836586,1275.5,0,-0.001852309,-1.40519315,0,0.405109861,0.693239303,0.007026196,0.365790137,1.917971661,8.961913493,4145.361359,4156.241244,0,0
449,2017/12/4,11584.83,0.022255044,0.098475305,4.527930322,1273.45,-0.001607213,-0.002681071,-1.396051087,1,0.407477715,0.703755104,0.007026196,0.365790137,1.917971661,8.947509791,4237.616558,4248.482039,0,0
450,2017/12/5,11591.22,0.000551583,0.127737767,4.460855964,1266.3,-0.005614669,-0.003070594,-1.156309054,1,0.413003266,0.693639357,0.007026196,0.365790137,1.917971661,8.897272487,4239.953957,4250.769201,0,0
451,2017/12/6,13540.98,0.168210076,0.178432817,5.165024142,1263.7,-0.002053226,-0.004863313,-1.065931431,1,0.385810384,0.69688092,0.007026196,0.365790137,1.917971661,8.879004376,4953.156935,4963.953911,0,0
452,2017/12/7,16501.97167,0.218668935,0.203662725,6.543856366,1255,-0.006884545,-0.005683194,-1.266822014,1,0.391652869,0.742554098,0.007026196,0.365790137,1.917971661,8.817876468,6036.258485,6046.994333,0,0
453,2017/12/8,16860.88,0.021749421,0.195794131,6.329035552,1250.65,-0.003466135,-0.005890596,-1.36719201,1,0.395514468,0.991596512,0.007026196,0.365790137,1.917971661,8.787312513,6167.543612,6178.248896,0,0
454,2017/12/9,15142.83415,-0.101895384,0.17308005,5.957114202,1250.65,0,-0.003828088,-1.363561135,0,0.397657663,0.805614682,0.007026196,0.365969754,0.372825531,8.787312513,5541.819282,5550.97942,0,0.000179616
455,2017/12/10,14869.805,-0.018030254,0.168372185,5.410219686,1250.65,0,-0.003936941,-1.262825714,0,0.399896715,0.385044115,0.007026196,0.038238544,4913.52438,8.787312513,568.5996971,5490.911389,0,-0.327731209
456,2017/12/11,15068.95,0.013392576,0.163558096,5.499353,1247.15,-0.002798545,-0.002065989,-1.653263684,1,0.434304154,0.789801383,0.007026196,0.038238544,4913.52438,8.762720826,576.214712,5498.501813,0,0
457,2017/12/12,17276.39333,0.146489525,0.155924574,7.124183797,1240.9,-0.005011426,-0.002252485,-1.323778562,1,0.438622841,0.65283193,0.007026196,0.038238544,4913.52438,8.718807098,660.6241316,5582.867318,0,0
458,2017/12/13,16808.36667,-0.02709053,0.099268539,6.438715761,1242.65,0.001410267,-0.002698305,-1.304071673,1,0.440172953,0.669520115,0.007026196,0.038238544,4913.52438,8.731102942,642.7274734,5564.982956,0,0
459,2017/12/14,16252.31,-0.033082136,0.075445863,5.864651565,1251,0.006719511,-0.003896185,-1.105811073,1,0.440034733,0.663747262,0.007026196,0.038238544,4913.52438,8.789771682,621.4646758,5543.778827,0,0
460,2017/12/15,17771.9,0.093499939,0.065944634,6.189125374,1254.6,0.002877698,-0.001779328,-1.019388521,1,0.441864714,0.494519401,0.007026196,0.038238544,4913.52438,8.815065989,679.5715853,5601.911031,0,0
461,2017/12/16,19498.68333,0.097163687,0.054224057,6.249035009,1254.6,0,-0.001147743,-0.840678268,0,0.445009111,0.928480128,0.007026196,0.541377494,351.4146367,8.815065989,10556.14831,10916.37802,0,0.503138949
462,2017/12/17,19279.9,-0.011220416,0.039893699,5.901993591,1254.6,0,0.000856128,-0.689398628,0,0.448197529,0.636077312,0.007026196,0.541377494,351.4146367,8.815065989,10437.70394,10797.93365,0,0
463,2017/12/18,18961.85667,-0.016496109,0.040134175,5.350036585,1260.6,0.004782401,0.001453532,-0.542566631,1,0.511574409,0.630929427,0.148885744,0.541377494,171.6399015,187.6853683,10265.52244,10624.84771,0.141859547,0
464,2017/12/19,17737.11167,-0.06458993,0.033802704,4.619620252,1260.35,-0.000198318,0.002205301,-0.758154969,1,0.515097849,0.688459262,0.218318736,0.541377494,83.22855743,275.1580192,9602.473063,9960.85964,0.069432993,0
465,2017/12/20,17382.94,-0.019967832,0.022675109,4.425154543,1264.55,0.003332408,0.002654563,-0.774105514,1,0.517666585,0.778903387,0.218318736,0.544959276,18.40155213,276.0749579,9472.994391,9767.470901,0,0.003581782
466,2017/12/21,16047.51,-0.076824174,0.017523063,4.145784642,1264.55,0,0.002171482,-0.770861078,1,0.521444241,0.777612347,0.218318736,0.545765991,4.092277998,276.0749579,8758.185202,9038.352438,0,0.000806716
467,2017/12/22,15190.945,-0.053376817,-0.001882574,3.944139119,1264.55,0,0.001648042,-0.767390914,0,0.525389697,0.497314864,0.218318736,0,8860.630139,276.0749579,0,9136.705097,0,-0.545765991
468,2017/12/23,13776.61,-0.093103819,-0.012572222,3.39945258,1264.55,0,0.002884921,-0.479699984,0,0.529421647,0.664622456,0.218318736,0,8860.630139,276.0749579,0,9136.705097,0,0
469,2017/12/24,13949.175,0.012525941,-0.002599732,3.417208788,1264.55,0,0.000922256,-0.592213716,0,0.53346408,0.641112021,0.218318736,0,8860.630139,276.0749579,0,9136.705097,0,0
470,2017/12/25,14119.02833,0.012176586,0.001578382,3.331646118,1264.55,0,0.002197245,-0.54512674,0,0.537516784,0.65247653,0.218318736,0,8860.630139,276.0749579,0,9136.705097,0,0
471,2017/12/26,13740.94,-0.026778637,0.010222771,3.236706699,1264.55,0,0.00253512,-0.413520618,0,0.541635959,0.570742345,0.218318736,0,8860.630139,276.0749579,0,9136.705097,0,0
472,2017/12/27,15589.32167,0.134516392,0.017406732,4.077164583,1279.4,0.011743308,0.002668494,0.046089588,1,0.542671701,0.50760389,3.982763873,0,4052.21691,5095.548099,0,9147.765008,3.764445136,0
473,2017/12/28,14380.58167,-0.077536408,-0.003791542,3.544241803,1291,0.00906675,0.003455856,0.38554036,1,0.544798365,0.676464439,5.691037074,0,1844.575765,7347.128862,0,9191.704627,1.708273201,0
