index,Date,Value,ma5,ma10,ma20,ma30,ma60
372,2017/9/29,1283.1,1290.81,1295.66,1312.13,1317.34,1298.22
373,2017/9/30,1283.1,1288.47,1293.01,1308.97,1316.5,1298.52
374,2017/10/1,1283.1,1286.43,1290.19,1305.82,1315.54,1298.78
375,2017/10/2,1273.7,1283.04,1289.29,1303.26,1314.3,1298.99
376,2017/10/3,1271.25,1281.27,1287.18,1300.62,1312.74,1299.05
377,2017/10/4,1274.25,1278.85,1284.83,1297.8,1311.1,1299.11
378,2017/10/5,1274.5,1277.08,1282.77,1295.29,1309.14,1299.38
379,2017/10/6,1261.8,1275.36,1280.89,1292.87,1307.11,1299.66
380,2017/10/7,1261.8,1271.1,1277.07,1289.82,1304.57,1299.73
381,2017/10/8,1261.8,1268.72,1274.99,1286.77,1301.85,1299.79
382,2017/10/9,1278.75,1266.83,1272.84,1284.25,1299.03,1299.79
383,2017/10/10,1291.4,1267.73,1272.4,1282.71,1296.78,1299.92
384,2017/10/11,1289.25,1271.11,1273.23,1281.71,1294.95,1300.04
385,2017/10/12,1290.25,1276.6,1273.85,1281.57,1293.46,1300.09
386,2017/10/13,1299.6,1282.29,1275.51,1281.35,1292.25,1300.16
387,2017/10/14,1299.6,1289.85,1278.34,1281.59,1291.32,1300.39
388,2017/10/15,1299.6,1294.02,1280.88,1281.83,1290.48,1300.67
389,2017/10/16,1303.3,1295.66,1283.38,1282.14,1289.71,1301.16
390,2017/10/17,1284.75,1298.47,1287.53,1282.3,1289.06,1301.67
391,2017/10/18,1280.2,1297.37,1289.83,1282.41,1287.79,1301.66
392,2017/10/19,1286.4,1293.49,1291.67,1282.25,1286.72,1301.4
393,2017/10/20,1281.2,1290.85,1292.43,1282.42,1285.95,1301.25
394,2017/10/21,1281.2,1287.17,1291.41,1282.33,1284.95,1301
395,2017/10/22,1281.2,1282.75,1290.61,1282.23,1284.59,1300.81
396,2017/10/23,1274.9,1282.04,1289.7,1282.61,1284.13,1300.76
397,2017/10/24,1276.45,1280.98,1287.24,1282.79,1283.47,1300.56
398,2017/10/25,1275,1278.99,1284.92,1282.9,1282.86,1300.36
399,2017/10/26,1273.75,1277.75,1282.46,1282.92,1282.25,1300.18
400,2017/10/27,1266.45,1276.26,1279.51,1283.52,1281.37,1299.99
401,2017/10/28,1266.45,1273.31,1277.67,1283.75,1280.83,1299.68
402,2017/10/29,1266.45,1271.62,1276.3,1283.99,1280.27,1298.81
403,2017/10/30,1272,1269.62,1274.31,1283.37,1279.71,1298.11
404,2017/10/31,1270.15,1269.02,1273.38,1282.4,1279.35,1297.44
405,2017/11/1,1277.05,1268.3,1272.28,1281.44,1278.91,1296.61
406,2017/11/2,1279.2,1270.42,1271.87,1280.79,1279.03,1295.88
407,2017/11/3,1267.2,1272.97,1272.3,1279.77,1279.29,1295.2
408,2017/11/4,1267.2,1273.12,1271.37,1278.14,1279.06,1294.1
409,2017/11/5,1267.2,1272.16,1270.59,1276.53,1278.81,1292.96
410,2017/11/6,1270.9,1271.57,1269.93,1274.72,1278.99,1291.78
411,2017/11/7,1275.6,1270.34,1270.38,1274.03,1279.3,1290.57
412,2017/11/8,1284,1269.62,1271.3,1273.8,1279.76,1289.39
413,2017/11/9,1284.8,1272.98,1273.05,1273.68,1279.93,1288.36
414,2017/11/10,1284.3,1276.5,1274.33,1273.86,1279.71,1287.33
415,2017/11/11,1284.3,1279.92,1275.74,1274.01,1279.55,1286.5
416,2017/11/12,1284.3,1282.6,1276.47,1274.17,1279.35,1285.8
417,2017/11/13,1277.95,1284.34,1276.98,1274.64,1278.84,1285.08
418,2017/11/14,1274.6,1283.13,1278.06,1274.71,1278.12,1284.3
419,2017/11/15,1282.2,1281.09,1278.8,1274.69,1277.28,1283.5
420,2017/11/16,1280,1280.67,1280.3,1275.12,1276.58,1282.82
421,2017/11/17,1284.35,1279.81,1281.2,1275.79,1276.42,1282.1
422,2017/11/18,1284.35,1279.82,1282.08,1276.69,1276.56,1281.64
423,2017/11/19,1284.35,1281.1,1282.12,1277.58,1276.49,1281.22
424,2017/11/20,1286.2,1283.05,1282.07,1278.2,1276.6,1280.77
425,2017/11/21,1283.3,1283.85,1282.26,1279,1276.76,1280.67
426,2017/11/22,1286.95,1284.51,1282.16,1279.32,1276.83,1280.48
427,2017/11/23,1290.35,1285.03,1282.42,1279.7,1277.23,1280.35
428,2017/11/24,1290.5,1286.23,1283.66,1280.86,1277.7,1280.28
429,2017/11/25,1290.5,1287.46,1285.25,1282.03,1278.21,1280.23
430,2017/11/26,1290.5,1288.32,1286.09,1283.19,1278.77,1280.07
431,2017/11/27,1294.9,1289.76,1287.13,1284.17,1279.57,1280.2
432,2017/11/28,1291.85,1291.35,1288.19,1285.13,1280.52,1280.4
433,2017/11/29,1283.85,1291.65,1288.94,1285.53,1281.37,1280.54
434,2017/11/30,1280.2,1290.32,1288.89,1285.48,1281.76,1280.55
435,2017/12/1,1275.5,1288.26,1288.29,1285.28,1282.1,1280.51
436,2017/12/2,1275.5,1285.26,1287.51,1284.84,1282.05,1280.54
437,2017/12/3,1275.5,1281.38,1286.37,1284.39,1281.92,1280.61
438,2017/12/4,1273.45,1278.11,1284.88,1284.27,1282.2,1280.63
439,2017/12/5,1266.3,1276.03,1283.17,1284.21,1282.41,1280.61
440,2017/12/6,1263.7,1273.25,1280.76,1283.42,1282.38,1280.68
441,2017/12/7,1255,1270.89,1278.08,1282.61,1282.14,1280.72
442,2017/12/8,1250.65,1266.79,1274.09,1281.14,1281.45,1280.6
443,2017/12/9,1250.65,1261.82,1269.96,1279.45,1280.34,1280.13
444,2017/12/10,1250.65,1257.26,1266.64,1277.77,1279.2,1279.46
445,2017/12/11,1247.15,1254.13,1263.69,1275.99,1278.08,1278.81
446,2017/12/12,1240.9,1250.82,1260.86,1274.18,1276.84,1278.09
447,2017/12/13,1242.65,1248,1257.39,1271.88,1275.39,1277.12
448,2017/12/14,1251,1246.4,1254.11,1269.5,1274.22,1276.17
449,2017/12/15,1254.6,1246.47,1251.87,1267.52,1273.43,1275.36
450,2017/12/16,1254.6,1247.26,1250.7,1265.72,1272.51,1274.55
451,2017/12/17,1254.6,1248.75,1249.79,1263.93,1271.66,1274.04
452,2017/12/18,1260.6,1251.49,1249.75,1261.91,1270.67,1273.62
453,2017/12/19,1260.35,1255.08,1250.74,1260.35,1269.88,1273.19
454,2017/12/20,1264.55,1256.95,1251.71,1259.18,1269.08,1272.84
455,2017/12/21,1264.55,1258.94,1253.1,1258.39,1268.36,1272.56
456,2017/12/22,1264.55,1260.93,1254.84,1257.85,1267.73,1272.28
457,2017/12/23,1264.55,1262.92,1257.2,1257.3,1266.99,1272.11
458,2017/12/27,1279.4,1263.71,1259.39,1256.75,1266.13,1271.91
459,2017/12/28,1291,1267.52,1262.23,1257.05,1265.76,1271.99
460,2017/12/29,1291,1272.81,1265.88,1258.29,1265.78,1272.27
461,2017/12/30,1291,1278.1,1269.51,1259.65,1265.79,1272.68
462,2018/1/2,1312.05,1283.39,1273.15,1261.45,1265.66,1273.09
463,2018/1/3,1314.9,1292.89,1278.3,1264.52,1266.34,1273.85
464,2018/1/4,1314.5,1299.99,1283.76,1267.73,1267.37,1274.57
465,2018/1/5,1317.15,1304.69,1288.75,1270.92,1268.51,1275.31
466,2018/1/6,1317.15,1309.92,1294.01,1274.42,1269.9,1275.97
467,2018/1/7,1317.15,1315.15,1299.27,1278.24,1271.29,1276.61
468,2018/1/8,1319.95,1316.17,1304.53,1281.96,1272.68,1277.44
469,2018/1/9,1311,1317.18,1308.59,1285.41,1274.23,1278.32
470,2018/1/10,1319.75,1316.48,1310.59,1288.23,1275.72,1279.05
471,2018/1/11,1323.05,1317,1313.46,1291.49,1277.59,1279.86
472,2018/1/12,1326.8,1318.18,1316.66,1294.91,1279.86,1280.65
473,2018/1/13,1326.8,1320.11,1318.14,1298.22,1282.39,1281.37
474,2018/1/14,1326.8,1321.48,1319.33,1301.54,1284.93,1282.07
475,2018/1/15,1339.25,1324.64,1320.56,1304.65,1287.47,1282.78
476,2018/1/16,1333.85,1328.54,1322.77,1308.39,1290.54,1283.69
477,2018/1/17,1335.65,1330.7,1324.44,1311.86,1293.64,1284.52
478,2018/1/18,1332.2,1332.47,1326.29,1315.41,1296.74,1285.48
479,2018/1/19,1334.95,1333.55,1327.51,1318.05,1299.44,1286.44
480,2018/1/20,1334.95,1335.18,1329.91,1320.25,1302.12,1287.32
481,2018/1/21,1334.95,1334.32,1331.43,1322.44,1304.8,1288.23
482,2018/1/22,1332.6,1334.54,1332.62,1324.64,1307.48,1289.08
483,2018/1/23,1333.4,1333.93,1333.2,1325.67,1309.88,1289.88
484,2018/1/24,1353.7,1334.17,1333.86,1326.6,1312.32,1290.7
485,2018/1/25,1354.95,1337.92,1336.55,1328.56,1315.29,1291.82
486,2018/1/26,1353.15,1341.92,1338.12,1330.44,1318.3,1293.02
487,2018/1/27,1353.15,1345.56,1340.05,1332.25,1321.25,1294.12
488,2018/1/28,1353.15,1349.67,1341.8,1334.05,1324.21,1295.17
489,2018/1/29,1343.85,1353.62,1343.89,1335.7,1326.66,1296.21
490,2018/1/30,1344.9,1351.65,1344.79,1337.35,1328.43,1297.1
491,2018/1/31,1345.05,1349.64,1345.78,1338.61,1330.22,1298.01
492,2018/2/1,1341.35,1348.02,1346.79,1339.7,1332.03,1298.84
493,2018/2/2,1331.15,1345.66,1347.66,1340.43,1333,1299.67
494,2018/2/3,1331.15,1341.26,1347.44,1340.65,1333.54,1300.46
495,2018/2/4,1331.15,1338.72,1345.18,1340.87,1334.1,1301.31
496,2018/2/5,1333.6,1335.97,1342.81,1340.46,1334.57,1302.23
497,2018/2/6,1331.4,1333.68,1340.85,1340.45,1335.11,1303.2
498,2018/2/7,1324.65,1331.69,1338.67,1340.24,1335.59,1304.13
499,2018/2/8,1315.45,1330.39,1335.83,1339.86,1335.75,1304.99
500,2018/2/9,1314.1,1327.25,1332.99,1338.88,1335.89,1305.81
501,2018/2/10,1314.1,1323.84,1329.9,1337.84,1335.7,1306.65
502,2018/2/11,1314.1,1319.94,1326.81,1336.8,1335.41,1307.63
503,2018/2/12,1322.3,1316.48,1324.09,1335.88,1334.98,1308.69
504,2018/2/13,1325.35,1316.01,1323.2,1335.32,1334.83,1309.88
505,2018/2/14,1336.25,1317.99,1322.62,1333.9,1334.79,1311.13
506,2018/2/15,1352.45,1322.42,1323.13,1332.97,1334.68,1312.61
507,2018/2/16,1352.1,1330.09,1325.01,1332.93,1335.31,1314.47
508,2018/2/17,1352.1,1337.69,1327.09,1332.88,1335.85,1316.3
509,2018/2/18,1352.1,1343.65,1329.83,1332.83,1336.52,1317.98
510,2018/2/19,1346.6,1349,1333.49,1333.24,1337.09,1319.61
511,2018/2/20,1339.85,1351.07,1336.74,1333.33,1337.48,1321.14
512,2018/2/21,1330.5,1348.55,1339.32,1333.07,1337.64,1322.56
513,2018/2/22,1328.35,1344.23,1340.96,1332.52,1337.57,1323.72
514,2018/2/23,1327.95,1339.48,1341.57,1332.38,1337.4,1324.86
515,2018/2/24,1327.95,1334.65,1341.83,1332.22,1336.54,1325.91
516,2018/2/25,1327.95,1330.92,1340.99,1332.06,1335.64,1326.97
517,2018/2/26,1333.5,1328.54,1338.55,1331.78,1334.8,1328.03
518,2018/2/27,1325.75,1329.14,1336.68,1331.88,1334.15,1329.18
519,2018/2/28,1317.85,1328.62,1334.05,1331.94,1333.23,1329.95
520,2018/3/1,1307.75,1326.6,1330.62,1332.06,1332.37,1330.4
521,2018/3/2,1322.3,1322.56,1326.74,1331.74,1331.13,1330.68
522,2018/3/3,1322.3,1321.43,1324.98,1332.15,1330.37,1331.2
523,2018/3/4,1322.3,1319.19,1324.16,1332.56,1329.74,1331.37
524,2018/3/5,1320.4,1318.5,1323.56,1332.56,1329.44,1331.49
525,2018/3/6,1331.4,1319.01,1322.81,1332.32,1329.08,1331.59
526,2018/3/7,1329.4,1323.74,1323.15,1332.07,1329.09,1331.83
527,2018/3/8,1321,1325.16,1323.3,1330.92,1328.95,1332.03
528,2018/3/9,1320.6,1324.9,1322.05,1329.37,1328.61,1332.1
529,2018/3/10,1320.6,1324.56,1321.53,1327.79,1328.47,1332.11
530,2018/3/11,1320.6,1324.6,1321.81,1326.21,1328.64,1332.27
531,2018/3/12,1319.15,1322.44,1323.09,1324.91,1328.86,1332.28
532,2018/3/13,1322.75,1320.39,1322.78,1323.88,1329.03,1332.22
533,2018/3/14,1323.55,1320.74,1322.82,1323.49,1329.32,1332.15
534,2018/3/15,1318.75,1321.33,1322.94,1323.25,1329.36,1332.1
535,2018/3/16,1310.1,1320.96,1322.78,1322.79,1329.14,1331.96
536,2018/3/17,1310.1,1318.86,1320.65,1321.9,1328.26,1331.47
537,2018/3/18,1310.1,1317.05,1318.72,1321.01,1326.85,1331.08
538,2018/3/19,1312.4,1314.52,1317.63,1319.84,1325.45,1330.65
539,2018/3/20,1311,1312.29,1316.81,1319.17,1324.13,1330.32
540,2018/3/21,1321.35,1310.74,1315.85,1318.83,1322.76,1329.92
541,2018/3/22,1329.15,1312.99,1315.92,1319.51,1321.92,1329.7
542,2018/3/23,1346.6,1316.8,1316.92,1319.85,1321.56,1329.6
543,2018/3/24,1346.6,1324.1,1319.31,1321.07,1322.1,1329.83
544,2018/3/25,1346.6,1330.94,1321.62,1322.28,1322.71,1330.05
545,2018/3/26,1352.4,1338.06,1324.4,1323.59,1323.33,1329.94
546,2018/3/27,1341.45,1344.27,1328.63,1324.64,1324.14,1329.89
547,2018/3/28,1332.45,1346.73,1331.76,1325.24,1324.59,1329.7
548,2018/3/29,1323.85,1343.9,1334,1325.82,1324.56,1329.35
549,2018/3/30,1323.85,1339.35,1335.14,1325.98,1324.49,1328.87
550,2018/3/31,1323.85,1334.8,1336.43,1326.14,1324.69,1328.53
551,2018/4/3,1333.45,1329.09,1336.68,1326.3,1325.23,1328.18
552,2018/4/4,1337.3,1327.49,1337.11,1327.02,1325.6,1327.99
553,2018/4/5,1327.7,1328.46,1336.18,1327.74,1326.1,1327.92
554,2018/4/6,1331.2,1329.23,1334.29,1327.95,1326.28,1327.86
555,2018/4/7,1331.2,1330.7,1332.75,1328.58,1326.64,1327.86
556,2018/4/8,1331.2,1332.17,1330.63,1329.63,1326.64,1327.86
557,2018/4/9,1331.95,1331.72,1329.61,1330.68,1326.7,1327.82
558,2018/4/10,1338.95,1330.65,1329.56,1331.78,1327.06,1327.83
559,2018/4/11,1350.75,1332.9,1331.07,1333.11,1327.67,1328.07
560,2018/4/12,1341.35,1336.81,1333.76,1335.09,1328.68,1328.66
561,2018/4/13,1343.7,1338.84,1335.51,1336.09,1329.37,1329.11
562,2018/4/14,1343.7,1341.34,1336.53,1336.82,1330.19,1329.61
563,2018/4/15,1343.7,1343.69,1337.17,1336.67,1330.89,1330.1
564,2018/4/16,1349.35,1344.64,1338.77,1336.53,1331.56,1330.46
565,2018/4/17,1342.1,1344.36,1340.59,1336.67,1332.58,1330.86
566,2018/4/18,1351.45,1344.51,1341.67,1336.15,1333.64,1330.95
567,2018/4/19,1348.6,1346.06,1343.7,1336.65,1335.02,1330.94
568,2018/4/20,1336.75,1347.04,1345.37,1337.46,1336.31,1330.88
569,2018/4/21,1336.75,1345.65,1345.14,1338.11,1337.12,1330.62
570,2018/4/22,1336.75,1343.13,1343.74,1338.75,1337.98,1330.37
571,2018/4/23,1324.3,1342.06,1343.29,1339.39,1338.49,1330.2
572,2018/4/24,1328.85,1336.63,1341.35,1338.94,1338.33,1329.94
573,2018/4/25,1321.65,1332.68,1339.86,1338.52,1337.74,1329.92
574,2018/4/26,1320.7,1329.66,1337.65,1338.21,1336.9,1329.81
575,2018/4/27,1321.5,1326.45,1334.79,1337.69,1336.04,1329.68
576,2018/4/28,1321.5,1323.4,1332.73,1337.2,1335.01,1329.58
577,2018/4/29,1321.5,1322.84,1329.73,1336.72,1334.35,1329.47
578,2018/4/30,1313.2,1321.37,1327.03,1336.19,1333.98,1329.27
579,2018/5/1,1307.1,1319.68,1324.67,1334.91,1333.63,1329.06
580,2018/5/2,1304.2,1316.96,1321.7,1332.72,1333.07,1328.88
581,2018/5/3,1315.05,1313.5,1318.45,1330.87,1332.41,1328.82
582,2018/5/4,1309.4,1312.21,1317.53,1329.43,1331.8,1328.7
583,2018/5/5,1309.4,1309.79,1315.58,1327.72,1330.87,1328.49
584,2018/5/6,1309.4,1309.03,1314.36,1326.01,1330.26,1328.27
585,2018/5/8,1306.6,1309.49,1313.22,1324.01,1329.53,1328.09
586,2018/5/9,1313.85,1309.97,1311.74,1322.23,1328.71,1327.67
587,2018/5/10,1318.8,1309.73,1310.97,1320.35,1328.13,1327.42
588,2018/5/11,1324.35,1311.61,1310.7,1318.86,1327.7,1327.38
589,2018/5/12,1324.35,1314.6,1311.82,1318.24,1327.21,1327.44
590,2018/5/13,1324.35,1317.59,1313.54,1317.62,1326.33,1327.5
591,2018/5/14,1319.85,1321.14,1315.56,1317,1325.76,1327.57
592,2018/5/15,1295,1322.34,1316.03,1316.78,1324.97,1327.58
593,2018/5/16,1291.25,1317.58,1314.6,1315.09,1323.35,1327.12
594,2018/5/17,1289.5,1310.96,1312.78,1313.57,1321.6,1326.58
595,2018/5/18,1288.3,1303.99,1310.79,1312.01,1319.6,1326.09
596,2018/5/19,1288.3,1296.78,1308.96,1310.35,1317.81,1325.73
597,2018/5/20,1288.3,1290.47,1306.4,1308.69,1315.7,1325.36
598,2018/5/21,1288.35,1289.13,1303.36,1307.03,1313.69,1325
599,2018/5/22,1293.05,1288.55,1299.75,1305.78,1312.08,1324.6
600,2018/5/23,1289,1289.26,1296.62,1305.08,1310.62,1324.3
601,2018/5/24,1304.85,1289.4,1293.09,1304.32,1309.03,1323.76
602,2018/5/25,1303.5,1292.71,1291.59,1303.81,1308.38,1323.36
603,2018/5/26,1303.5,1295.75,1292.44,1303.52,1307.54,1322.64
604,2018/5/27,1303.5,1298.78,1293.66,1303.22,1306.93,1321.92
605,2018/5/29,1295.5,1300.87,1295.07,1302.93,1306.36,1321.2
606,2018/5/30,1300.7,1302.17,1295.78,1302.37,1305.49,1320.25
607,2018/5/31,1305.35,1301.34,1297.03,1301.71,1304.8,1319.57
608,2018/6/1,1294.6,1301.71,1298.73,1301.04,1304.26,1319.12
609,2018/6/2,1294.6,1299.93,1299.36,1299.56,1303.64,1318.63
610,2018/6/3,1294.6,1298.15,1299.51,1298.07,1303.22,1318.15
611,2018/6/4,1295.45,1297.97,1300.07,1296.58,1302.9,1317.66
612,2018/6/5,1292.05,1296.92,1299.13,1295.36,1302.25,1317.03
613,2018/6/6,1300.1,1294.26,1297.98,1295.21,1301.67,1316.27
614,2018/6/7,1297.25,1295.36,1297.64,1295.65,1301.36,1315.81
615,2018/6/8,1298.25,1295.89,1297.02,1296.04,1300.96,1315.25
616,2018/6/9,1298.25,1296.62,1297.3,1296.54,1300.68,1314.7
617,2018/6/10,1298.25,1297.18,1297.05,1297.04,1300.16,1314.15
618,2018/6/11,1299.6,1298.42,1296.34,1297.53,1299.47,1313.59
619,2018/6/12,1298.65,1298.32,1296.84,1298.1,1298.65,1312.93
620,2018/6/13,1296.15,1298.6,1297.24,1298.38,1297.79,1312.06
621,2018/6/14,1302.75,1298.18,1297.4,1298.73,1296.85,1311.31
622,2018/6/15,1285.25,1299.08,1298.13,1298.63,1296.28,1310.63
623,2018/6/16,1285.25,1296.48,1297.45,1297.72,1295.96,1309.65
624,2018/6/17,1285.25,1293.61,1295.96,1296.81,1295.76,1308.68
625,2018/6/18,1281.55,1290.93,1294.77,1295.89,1295.62,1307.61
626,2018/6/19,1276.15,1288.01,1293.1,1295.19,1295.39,1306.6
627,2018/6/20,1274.2,1282.69,1290.88,1293.97,1294.99,1305.35
628,2018/6/21,1266.15,1280.48,1288.48,1292.41,1294.52,1304.11
629,2018/6/22,1269.15,1276.66,1285.13,1290.99,1293.78,1302.93
630,2018/6/23,1269.15,1273.44,1282.18,1289.71,1292.98,1301.8
631,2018/6/24,1269.15,1270.96,1279.49,1288.44,1292.32,1300.67
632,2018/6/25,1268.7,1269.56,1276.12,1287.13,1291.13,1299.76
633,2018/6/26,1260.3,1268.46,1274.47,1285.96,1289.97,1298.75
634,2018/6/27,1254.6,1267.29,1271.98,1283.97,1288.53,1297.73
635,2018/6/28,1251.55,1264.38,1268.91,1281.84,1286.9,1296.63
636,2018/6/29,1250.45,1260.86,1265.91,1279.5,1285.43,1295.46
637,2018/6/30,1250.45,1257.12,1263.34,1277.11,1283.76,1294.28
638,2018/7/1,1250.45,1253.47,1260.97,1274.72,1281.93,1293.1
639,2018/7/2,1247.8,1251.5,1259.39,1272.27,1280.46,1292.05
640,2018/7/3,1251.75,1250.14,1257.26,1269.72,1278.9,1291.06
641,2018/7/4,1255.65,1250.18,1255.52,1267.5,1277.47,1290.19
642,2018/7/5,1255.5,1251.22,1254.17,1265.15,1276.14,1289.2
643,2018/7/6,1255.35,1252.23,1252.85,1263.66,1274.92,1288.3
644,2018/7/7,1255.35,1253.21,1252.36,1262.16,1273.43,1287.4
645,2018/7/8,1255.35,1254.72,1252.43,1260.67,1272.04,1286.5
646,2018/7/9,1262.05,1255.44,1252.81,1259.36,1270.61,1285.64
647,2018/7/10,1254,1256.72,1253.97,1258.65,1269.4,1284.78
648,2018/7/11,1251.4,1256.42,1254.33,1257.64,1267.92,1283.7
649,2018/7/12,1245.9,1255.63,1254.42,1256.91,1266.32,1282.48
650,2018/7/13,1241.7,1253.74,1254.23,1255.74,1264.56,1281.18
651,2018/7/14,1241.7,1251.01,1253.22,1254.37,1262.74,1279.8
652,2018/7/15,1241.7,1246.94,1251.83,1253,1260.71,1278.5
653,2018/7/16,1241.1,1244.48,1250.45,1251.65,1259.26,1277.61
654,2018/7/17,1232.8,1242.42,1249.03,1250.69,1257.79,1276.77
655,2018/7/18,1224.5,1239.8,1246.77,1249.6,1256.04,1275.83
656,2018/7/19,1217.55,1236.36,1243.68,1248.25,1254.13,1274.76
657,2018/7/20,1228.75,1231.53,1239.24,1246.6,1252.18,1273.58
658,2018/7/21,1228.75,1228.94,1236.71,1245.52,1250.67,1272.59
659,2018/7/22,1228.75,1226.47,1234.44,1244.43,1249.42,1271.6
660,2018/7/23,1224.95,1225.66,1232.73,1243.48,1248.07,1270.53
661,2018/7/24,1228.35,1225.75,1231.06,1242.14,1246.6,1269.46
662,2018/7/25,1231.5,1227.91,1229.72,1240.78,1245.24,1268.18
663,2018/7/26,1228.25,1228.46,1228.7,1239.58,1244,1266.98
664,2018/7/27,1223.95,1228.36,1227.41,1238.22,1242.93,1265.73
665,2018/7/28,1223.95,1227.4,1226.53,1236.65,1241.91,1264.4
666,2018/7/29,1223.95,1227.2,1226.47,1235.08,1240.99,1263.21
667,2018/7/30,1223.8,1226.32,1227.12,1233.17,1240.11,1261.93
668,2018/7/31,1220.95,1224.78,1226.62,1231.66,1239.22,1260.57
669,2018/8/1,1219,1223.32,1225.84,1230.14,1238.23,1259.35
670,2018/8/2,1215.45,1222.33,1224.87,1228.8,1237.28,1258.09
671,2018/8/3,1216.3,1220.63,1223.91,1227.48,1236.07,1256.77
672,2018/8/4,1216.3,1219.1,1222.71,1226.21,1234.75,1255.45
673,2018/8/5,1216.3,1217.6,1221.19,1224.94,1233.45,1254.18
674,2018/8/6,1209.65,1216.67,1219.99,1223.7,1232.14,1252.79
675,2018/8/7,1212.35,1214.8,1218.57,1222.55,1230.62,1251.33
676,2018/8/8,1209.55,1214.18,1217.4,1221.94,1229.19,1249.9
677,2018/8/9,1214.35,1212.83,1215.96,1221.54,1227.44,1248.42
678,2018/8/10,1214.4,1212.44,1215.02,1220.82,1226.12,1247.02
679,2018/8/11,1214.4,1212.06,1214.37,1220.1,1224.88,1245.6
680,2018/8/12,1214.4,1213.01,1213.9,1219.38,1223.83,1244.2
681,2018/8/13,1200.35,1213.42,1213.8,1218.86,1222.92,1242.83
682,2018/8/14,1197,1211.58,1212.2,1217.46,1221.55,1241.13
683,2018/8/15,1182,1208.11,1210.28,1215.73,1220.06,1239.66
684,2018/8/16,1180.4,1201.63,1206.85,1213.42,1218.09,1237.93
685,2018/8/17,1178.4,1194.83,1203.92,1211.24,1216.34,1236.19
686,2018/8/18,1178.4,1187.63,1200.53,1208.96,1214.8,1234.47
687,2018/8/19,1178.4,1183.24,1197.41,1206.69,1213.5,1232.84
688,2018/8/20,1184.35,1179.52,1193.82,1204.42,1211.82,1231.24
689,2018/8/21,1190.95,1179.99,1190.81,1202.59,1210.34,1229.88
690,2018/8/22,1196.65,1182.1,1188.47,1201.18,1209.08,1228.58
691,2018/8/23,1192.35,1185.75,1186.69,1200.25,1208.13,1227.37
692,2018/8/24,1197.7,1188.54,1185.89,1199.05,1206.93,1226.09
693,2018/8/25,1197.7,1192.4,1185.96,1198.12,1205.81,1224.9
694,2018/8/26,1197.7,1195.07,1187.53,1197.19,1204.79,1223.86
695,2018/8/28,1212.25,1196.42,1189.26,1196.59,1203.91,1222.91
696,2018/8/29,1204.2,1199.54,1192.64,1196.59,1203.53,1222.26
697,2018/8/30,1197.3,1201.91,1195.22,1196.32,1202.87,1221.49
698,2018/8/31,1202.45,1201.83,1197.12,1195.47,1201.98,1220.6
699,2018/9/1,1202.45,1202.78,1198.92,1194.87,1201.37,1219.8
700,2018/9/2,1202.45,1203.73,1200.08,1194.27,1200.82,1219.05
701,2018/9/3,1200.05,1201.77,1200.65,1193.67,1200.38,1218.22
702,2018/9/4,1190.85,1200.94,1201.42,1193.66,1199.84,1217.3
703,2018/9/5,1196.7,1199.65,1200.74,1193.35,1198.99,1216.22
704,2018/9/6,1205.15,1198.5,1200.64,1194.09,1198.34,1215.24
705,2018/9/7,1198.9,1199.04,1201.38,1195.32,1198.19,1214.4
706,2018/9/8,1198.9,1198.33,1200.05,1196.35,1197.74,1213.46
707,2018/9/9,1198.9,1198.1,1199.52,1197.37,1197.38,1212.41
708,2018/9/10,1196.6,1199.71,1199.68,1198.4,1196.87,1211.49
709,2018/9/11,1189.85,1199.69,1199.1,1199.01,1196.28,1210.58
710,2018/9/12,1195.6,1196.63,1197.84,1198.95,1195.46,1209.65
711,2018/9/13,1209.8,1195.97,1197.15,1198.9,1194.83,1208.88
712,2018/9/14,1201.95,1198.15,1198.12,1199.78,1195.15,1208.35
713,2018/9/15,1201.95,1198.76,1199.24,1199.99,1195.31,1207.68
714,2018/9/16,1201.95,1199.83,1199.76,1200.2,1195.98,1207.03
715,2018/9/17,1201.9,1202.25,1199.44,1200.41,1196.69,1206.52
716,2018/9/18,1200.2,1203.51,1199.74,1199.89,1197.48,1206.14
717,2018/9/19,1203.3,1201.59,1199.87,1199.69,1198.2,1205.85
718,2018/9/20,1208.35,1201.86,1200.31,1200,1199.04,1205.43
719,2018/9/21,1198.7,1203.14,1201.48,1200.29,1199.84,1205.09
720,2018/9/22,1198.7,1202.49,1202.37,1200.1,1200.09,1204.59
721,2018/9/23,1198.7,1201.85,1202.68,1199.91,1200.16,1204.15
722,2018/9/24,1202.75,1201.55,1201.57,1199.85,1200.37,1203.65
723,2018/9/25,1201.9,1201.44,1201.65,1200.44,1200.54,1203.17
724,2018/9/26,1194.25,1200.15,1201.64,1200.7,1200.68,1202.74
725,2018/9/27,1185.4,1199.26,1200.88,1200.16,1200.57,1202.24
726,2018/9/28,1187.25,1196.6,1199.22,1199.48,1199.67,1201.6
727,2018/9/29,1187.25,1194.31,1197.93,1198.9,1199.11,1200.99
728,2018/9/30,1187.25,1191.21,1196.33,1198.32,1198.77,1200.38
729,2018/10/1,1189.35,1188.28,1194.22,1197.85,1198.27,1199.82
730,2018/10/2,1204.7,1187.3,1193.28,1197.83,1197.83,1199.32
