index,date,B_value,B_Profit rate,B _credit_of_future_tendency,B_Risk_credit,G_value,G_Profit rate,G_Credit_of_future_tendency,G_Risk_credit,DealDay,Gold_buy_credit,Bit_buy_credit,Bit_Credit_to_SELL,GOLD_Credit_to_SELL
462,2017/12/17,19279.9,-0.011220416,0.039893699,5.901993591,1254.6,0,0.000856128,-0.689398628,0,0.448197529,0.636077312,1.163595673,-0.19
463,2017/12/18,18961.85667,-0.016496109,0.040134175,5.350036585,1260.6,0.004782401,0.001453532,-0.542566631,1,0.511574409,0.630929427,1.109685774,-0.14
464,2017/12/19,17737.11167,-0.06458993,0.033802704,4.619620252,1260.35,-0.000198318,0.002205301,-0.758154969,1,0.515097849,0.688459262,0.957326457,-0.2
465,2017/12/20,17382.94,-0.019967832,0.022675109,4.425154543,1264.55,0.003332408,0.002654563,-0.774105514,1,0.517666585,0.778903387,0.92412301,-0.21
466,2017/12/21,16047.51,-0.076824174,0.017523063,4.145784642,1264.55,0,0.002171482,-0.770861078,1,0.521444241,0.777612347,0.698071709,-0.21
467,2017/12/22,15190.945,-0.053376817,-0.001882574,3.944139119,1264.55,0,0.001648042,-0.767390914,0,0.525389697,0.497314864,0.544476176,-0.21
468,2017/12/23,13776.61,-0.093103819,-0.012572222,3.39945258,1264.55,0,0.002884921,-0.479699984,0,0.529421647,0.664622456,0.28727732,-0.13
469,2017/12/24,13949.175,0.012525941,-0.002599732,3.417208788,1264.55,0,0.000922256,-0.592213716,0,0.53346408,0.641112021,0.343717617,-0.16
470,2017/12/25,14119.02833,0.012176586,0.001578382,3.331646118,1264.55,0,0.002197245,-0.54512674,0,0.537516784,0.65247653,0.240393591,-0.15
471,2017/12/26,13740.94,-0.026778637,0.010222771,3.236706699,1264.55,0,0.00253512,-0.413520618,0,0.541635959,0.570742345,0.128192884,-0.11
472,2017/12/27,15589.32167,0.134516392,0.017406732,4.077164583,1279.4,0.011743308,0.002668494,0.046089588,1,0.542671701,0.50760389,0.412397581,0.02
473,2017/12/28,14380.58167,-0.077536408,-0.003791542,3.544241803,1291,0.00906675,0.003455856,0.38554036,1,0.544798365,0.676464439,0.039123488,0.11
474,2017/12/29,14214.01,-0.011583097,-0.025564267,3.644324499,1291,0,0.004639664,0.398826731,0,0.549329227,0.506634448,0.06879471,0.11
475,2017/12/30,13215.574,-0.070243091,-0.040134601,2.978464249,1291,0,0.00584266,0.803094923,0,0.553808409,0.523901085,-0.102875326,0.22
476,2017/12/31,14165.575,0.071884959,-0.048325963,3.264615312,1291,0,0.005712044,0.97282301,0,0.558287736,0.591439237,0.09226547,0.26
477,2018/1/1,13796,-0.026089657,-0.071661515,3.133296268,1291,0,0.008883004,1.075086283,0,0.562767239,0.642697067,-0.142295336,0.29
478,2018/1/2,15005.85667,0.087696192,-0.072411736,3.546285805,1312.05,0.01630519,0.005281241,1.534247805,1,0.563351473,0.469036495,0.044365134,0.42
479,2018/1/3,15053.26167,0.0031591,-0.079321477,3.794795827,1314.9,0.002172173,0.003763722,1.883536485,1,0.470905185,0.54703824,-0.074373289,0.5
480,2018/1/4,15039.24,-0.000931471,-0.089224804,3.739160394,1314.5,-0.000304206,0.004494918,1.847627155,1,0.502492599,0.624948805,-0.075610752,0.5
481,2018/1/5,17174.12,0.141953982,-0.084674184,4.38946719,1317.15,0.002015976,0.005214972,1.897721745,1,0.50267016,0.516842864,0.235278862,0.51
482,2018/1/6,17319.198,0.008447478,-0.076604579,4.783397623,1317.15,0,0.003631288,1.985325304,0,0.503352432,0.580434083,0.140187152,0.53
483,2018/1/7,17155.95,-0.009425841,-0.077737476,4.711548768,1317.15,0,0.007237285,1.982113515,0,0.504040796,0.644352517,0.154905543,0.53
484,2018/1/8,15265.90667,-0.110168386,-0.062759814,3.800625153,1319.95,0.002125802,0.000832887,1.809144548,1,0.566949393,0.597709311,0.003476659,0.49
485,2018/1/9,14714.25333,-0.036136297,-0.036927958,3.640713312,1311,-0.00678056,0.001301409,1.543780764,1,0.569021773,0.598119857,0.132531909,0.41
486,2018/1/10,14437.42,-0.018813957,-0.001548578,3.553279743,1319.75,0.006674294,0.001669687,1.436576118,1,0.506596306,0.78549518,0.176492294,0.39
487,2018/1/11,13296.794,-0.079004836,0.016689605,3.771090525,1323.05,0.002500474,0.00124682,1.512890624,1,0.50685292,0.893737376,0.07314376,0.41
488,2018/1/12,13912.882,0.046333575,0.042549001,4.359498653,1326.8,0.00283436,0.001761262,1.599682996,1,0.5676759,0.571977719,0.265253366,0.43
489,2018/1/13,13791.19,-0.008746714,0.058389553,4.324909575,1326.8,0,0.003469065,1.480840991,0,0.568152032,0.629068187,0.201666436,0.4
490,2018/1/14,13852.92,0.004476046,0.051886075,3.274486997,1326.8,0,0.002537921,1.284567949,0,0.568631077,0.770232814,0.133493677,0.34
491,2018/1/15,14012.196,0.011497648,0.039896623,3.455456048,1339.25,0.009383479,0.001660043,1.560674966,1,0.562838345,0.616458855,0.143189816,0.42
492,2018/1/16,13554.14,-0.032689808,0.023717057,3.285091153,1333.85,-0.004032108,0.003195279,1.50330771,1,0.564809241,0.579866892,0.055753782,0.4
493,2018/1/17,11116.94667,-0.179811728,-0.002204388,1.722121188,1335.65,0.001349477,0.002640511,1.265611007,1,0.561141546,1,-0.319022501,0.34
494,2018/1/18,11345.42333,0.020552105,0.007433444,1.643026489,1332.2,-0.002583012,0.002333021,1.169705514,1,0.500351651,0.750723892,-0.054485923,0.31
495,2018/1/19,11174.82,-0.015037194,0.009916688,1.576715834,1334.95,0.002064255,0.001259967,1.233984187,1,0.588751163,0.690361225,-0.149172658,0.33
496,2018/1/20,12950.79333,0.158926348,0.007706747,2.242472114,1334.95,0,0.00368873,1.037688531,0,0.585096424,0.617971999,0.120456419,0.28
497,2018/1/21,11505.228,-0.111619828,-0.023311935,2.06620176,1334.95,0,-0.000135523,1.065650689,0,0.58146743,0.685688433,-0.367409004,0.29
498,2018/1/22,11513.42,0.000712024,-0.052286958,2.080409114,1332.6,-0.001760366,0.000954635,1.173746606,1,0.48574824,0.514266969,-0.251286391,0.31
499,2018/1/23,11223.064,-0.025218918,-0.078125807,1.874403224,1333.4,0.00060033,0.001799695,0.839933408,1,0.481932379,0.558851454,-0.353828339,0.23
500,2018/1/24,11282.25833,0.005274347,-0.082997407,1.725116406,1353.7,0.015224239,0.001007944,1.250711806,1,0.535911251,0.677360012,-0.30680639,0.34
501,2018/1/25,11392.03,0.009729583,-0.088753218,1.766951201,1354.95,0.000923395,0.001990523,1.280831323,1,0.470547073,0.620168605,-0.347785137,0.34
502,2018/1/26,10969.815,-0.037062315,-0.061297232,1.691075457,1353.15,-0.001328462,0.003445399,1.231827452,1,0.467567878,0.547437514,-0.356224132,0.33
503,2018/1/27,11524.77667,0.050589884,-0.053555062,1.728246662,1353.15,0,0.003545594,1.154606807,0,0.46416508,0.551409441,-0.20007332,0.31
504,2018/1/28,11431.37,-0.008104857,-0.05761454,1.715864695,1353.15,0,0.001281583,1.060469085,0,0.460798372,0.65347732,-0.288824401,0.28
505,2018/1/29,11212.655,-0.019132877,-0.069585102,1.884552117,1343.85,-0.006872852,0.004742053,0.860705527,1,0.52107459,0.606559077,-0.309743141,0.23
506,2018/1/30,10184.06167,-0.091735038,-0.084289681,1.426403311,1344.9,0.000781337,-0.001125102,0.92414481,1,0.517529799,0.553630828,-0.474622286,0.25
507,2018/1/31,10082.52,-0.009970646,-0.087292477,1.410933125,1345.05,0.000111532,-0.002079511,1.200258389,1,0.513684836,0.570567166,-0.38963659,0.32
508,2018/2/1,9083.258333,-0.099108325,-0.08228832,0.68273894,1341.35,-0.002750827,-0.002320379,1.101943264,1,0.511157382,0.672367498,-0.579659845,0.29
509,2018/2/2,8901.901667,-0.019966036,-0.063566231,0.599073168,1331.15,-0.007604279,-0.00125569,0.844010092,1,0.448757914,0.582666536,-0.477104205,0.22
510,2018/2/3,8852.73,-0.005523726,-0.044891129,0.614342808,1331.15,0,-0.002198348,0.835030659,0,0.44516194,0.524325306,-0.457431568,0.22
511,2018/2/4,8400.648333,-0.051066921,-0.051499918,0.306785148,1331.15,0,-0.002423341,0.735880764,0,0.441590072,0.605959392,-0.577714993,0.2
512,2018/2/5,6838.816667,-0.185917992,-0.0260679,-0.062848767,1333.6,0.001840514,-0.002402699,0.554993428,1,0.43732268,0.642230366,-0.804196181,0.15
513,2018/2/6,6925.46,0.012669346,0.03379529,-0.039487729,1331.4,-0.00164967,-0.002548237,0.156298379,1,0.434548731,0.502621814,-0.429969649,0.04
514,2018/2/7,8099.958333,0.169591382,0.073109922,0.091834806,1324.65,-0.005069851,-0.004929093,-0.052827737,1,0.40233998,0.570752265,-0.120108718,-0.01
515,2018/2/8,8240.536667,0.017355439,0.078515542,0.001167114,1315.45,-0.006945231,-0.002785658,-0.279120936,1,0.40138562,0.647271048,-0.316295115,-0.08
516,2018/2/9,8245.08,0.000551339,0.072817512,-0.015584125,1314.1,-0.001026265,-0.003550681,-0.312321807,1,0.39764938,0.495484369,-0.343882189,-0.08
517,2018/2/10,8319.876566,0.00907166,0.055522782,-0.189491845,1314.1,0,-0.003295953,-0.216884307,0,0.393466901,0.575856145,-0.297474797,-0.06
518,2018/2/11,8343.455,0.002833988,-0.016951787,-0.168255082,1314.1,0,-0.001630561,0.089107783,0,0.38928636,0.585271253,-0.398087518,0.02
519,2018/2/12,8068.02,-0.033012103,-0.081178524,-0.218434199,1322.3,0.006240012,0.00151056,0.230290109,1,0.382247437,0.5946553,-0.548132332,0.06
520,2018/2/13,8597.7675,0.065660162,-0.126149539,-0.180108381,1325.35,0.002306587,0.002371522,-0.011169913,1,0.470031963,0.520290365,-0.471424863,0
521,2018/2/14,9334.633333,0.085704322,-0.147131756,0.039006265,1336.25,0.008224243,0.002783574,-0.013280065,1,0.462621374,0.587854259,-0.412718498,0
522,2018/2/15,9471.64,0.014677241,-0.186503164,0.070314348,1352.45,0.01212348,0.002153807,0.381878453,1,0.453896398,0.598032758,-0.532590124,0.1
523,2018/2/16,10127.16167,0.069208888,-0.193739965,0.167852112,1352.1,-0.00025879,0.002492685,0.373578043,1,0.450869532,0.610629692,-0.384442697,0.1
524,2018/2/17,10841.99167,0.070585424,-0.192950174,0.36191221,1352.1,0,0.004140785,0.44801186,0,0.448011806,0.598342426,-0.274751552,0.12
525,2018/2/18,11085.83,0.022490179,-0.201919484,0.437969032,1352.1,0,0.004378401,0.67124412,0,0.445212347,0.60307182,-0.27316093,0.18
526,2018/2/19,11110.965,0.002267309,-0.178493088,0.336299799,1346.6,-0.004067746,0.003737488,0.472674612,1,0.474949,0.59955092,-0.196119618,0.13
527,2018/2/20,11390.39167,0.025148731,-0.158994984,0.301276931,1339.85,-0.005012624,0.003018877,0.247257526,1,0.382358864,0.584493592,-0.060135927,0.07
528,2018/2/21,11245.98,-0.012678376,-0.134581467,0.272810892,1330.5,-0.006978393,-0.001786911,0.112109318,1,0.383285923,0.595965927,-0.015505006,0.03
529,2018/2/22,9931.071667,-0.116922521,-0.110079789,0.012003027,1328.35,-0.001615934,-0.001771292,0.059599751,1,0.381135297,0.602486047,-0.160716777,0.02
530,2018/2/23,10162.11667,0.023264861,-0.073130217,0.050402971,1327.95,-0.000301125,-0.001129801,0.05036606,1,0.317792979,0.555756846,0.094975834,0.01
531,2018/2/24,10171.3,0.000903683,-0.046440538,0.052484803,1327.95,0,-0.000812485,0.050871964,0,0.315471544,0.609970627,0.078603868,0.01
532,2018/2/25,9696.593333,-0.046671189,-0.019312653,-0.141529444,1327.95,0,-0.000753642,-0.777218597,0,0.313231205,0.628176827,0.009446076,-0.21
533,2018/2/26,10348.60333,0.067241141,0.011280092,-0.032508726,1333.5,0.004179374,-0.00301164,-0.395744352,1,0.307760857,0.564834706,0.212659991,-0.11
534,2018/2/27,10319.46,-0.002816161,0.026534396,-0.038297061,1325.75,-0.005811774,-0.003571911,-0.662269993,1,0.309376058,0.584034135,0.173561766,-0.18
535,2018/2/28,10370.165,0.004913532,0.017268623,-0.151947492,1317.85,-0.005958891,-0.004908618,-1.061043193,1,0.311849987,0.599869267,0.170694778,-0.28
536,2018/3/1,11009.38167,0.061639971,0.01396258,0.065589349,1307.75,-0.007663998,-0.002918378,-1.302430997,1,0.438243942,0.58378418,0.267801715,-0.35
537,2018/3/2,10931.12,-0.007108634,0.001005822,0.04558361,1322.3,0.01112598,-0.003424418,-0.95455282,1,0.42581325,0.58406696,0.187332227,-0.25
538,2018/3/3,11326.94833,0.036211141,-0.017412581,0.210350813,1322.3,0,0.0009474,-1.256301329,0,0.422358451,0.55848692,0.237335864,-0.34
539,2018/3/4,11430.18167,0.009113959,-0.028231616,0.159736248,1322.3,0,0.000590875,-1.316138075,0,0.418921407,0.570332807,0.197997994,-0.35
540,2018/3/5,11516.83,0.007580661,-0.040703231,0.21535627,1320.4,-0.00143689,0.001199593,-1.419266542,1,0.354878232,0.573898807,0.201181587,-0.38
541,2018/3/6,10763.19833,-0.065437422,-0.053349439,-0.024286831,1331.4,0.008330809,-0.001729657,-1.29323649,1,0.437872538,0.573987813,0.040462179,-0.34
542,2018/3/7,10118.058,-0.059939463,-0.047287375,-0.003497678,1329.4,-0.001502178,-0.001285189,-1.413702386,1,0.436436711,0.558871746,0.001421787,-0.38
543,2018/3/8,9920.46,-0.019529242,-0.02936421,-0.042487921,1321,-0.00631864,-0.002055971,-1.629629453,1,0.346824822,0.573189718,0.031228656,-0.44
544,2018/3/9,9089.278333,-0.083784589,-0.006815734,-0.195413512,1320.6,-0.000302801,0.000128886,-1.649773655,1,0.344846833,0.626928794,-0.111984592,-0.44
545,2018/3/10,8746.002,-0.037767171,0.02763403,-0.22948773,1320.6,0,8.05E-05,-1.354442305,0,0.342687001,0.59892622,-0.062914481,-0.36
546,2018/3/11,8777.37,0.003586553,0.067544762,-0.210635326,1320.6,0,0.002127458,-1.157705871,0,0.34060322,0.576244328,0.00852055,-0.31
547,2018/3/12,9182.843333,0.046195311,0.092165593,-0.049625503,1319.15,-0.001097986,7.64E-05,-1.225298679,1,0.339642271,0.585620955,0.082934967,-0.33
548,2018/3/13,9154.7,-0.003064773,0.094417822,0.264274123,1322.75,0.00272903,-0.000907622,-1.048673756,1,0.334742361,0.607315534,0.002306893,-0.28
549,2018/3/14,9153.54,-0.000126711,0.094220519,0.325270784,1323.55,0.000604801,-0.001566551,-0.980938014,1,0.425096153,0.583226252,0.007488131,-0.26
550,2018/3/15,8358.121667,-0.086897346,0.076227767,-0.127291878,1318.75,-0.00362661,-0.002496204,-1.112184114,1,0.427761649,0.65973617,-0.173329056,-0.3
551,2018/3/16,8530.402,0.020612327,0.065254786,-0.091020088,1310.1,-0.006559242,-0.002338481,-1.34978466,1,0.434728902,0.640188207,-0.04328979,-0.36
552,2018/3/17,8297.89,-0.027256863,0.047905551,-0.109868188,1310.1,0,-0.003451457,-1.055449245,0,0.433215316,0.661803777,-0.175425678,-0.28
553,2018/3/18,8171.415,-0.015241827,0.038828875,-0.243718682,1310.1,0,-0.000206595,-0.986118047,0,0.431802171,0.617001922,-0.209019137,-0.27
554,2018/3/19,8412.033333,0.029446348,0.022616588,-0.217788223,1312.4,0.001755591,0.000351853,-0.969512255,1,0.428257731,0.552691877,-0.197994332,-0.26
555,2018/3/20,8605.64,0.023015442,-0.012087728,-0.155367349,1311,-0.001066748,0.001999288,-0.467440503,1,0.428687361,0.564094347,-0.24346629,-0.13
556,2018/3/21,8947.753333,0.039754549,-0.056467044,0.015649712,1321.35,0.007894737,0.002148375,-0.253273212,1,0.416725323,0.572657124,-0.284548111,-0.07
557,2018/3/22,8690.408333,-0.028760851,-0.081374656,-0.098443526,1329.15,0.005903054,0.003422205,-0.033397617,1,0.3774215,0.568373656,-0.401682362,-0.01
558,2018/3/23,8725.37,0.004023018,-0.109599012,-0.096072571,1346.6,0.013128691,0.002834378,0.45666922,1,0.361857731,0.536458249,-0.383393889,0.13
559,2018/3/24,8662.378333,-0.007219369,-0.11338982,-0.177374649,1346.6,0,0.004105822,0.499413777,0,0.362465077,0.561296117,-0.388639285,0.13
560,2018/3/25,8617.296667,-0.005204306,-0.112936936,-0.176476666,1346.6,0,0.003795902,0.302555726,0,0.363356623,0.586673856,-0.377268245,0.08
561,2018/3/26,8457.96,-0.018490331,-0.108473124,-0.196742823,1352.4,0.004307144,0.005789748,0.977022094,1,0.297361374,0.574770951,-0.405202762,0.27
562,2018/3/27,7876.195,-0.068783134,-0.097963538,-0.407937303,1341.45,-0.008096717,0.003415331,0.641365683,1,0.310268751,0.565011614,-0.487449477,0.17
563,2018/3/28,7960.38,0.010688537,-0.081410513,-0.395265647,1332.45,-0.006709158,0.003924125,0.393805472,1,0.322510389,0.563353459,-0.34908059,0.1
564,2018/3/29,7950.61,-0.001227328,-0.071289964,-0.391221634,1323.85,-0.006454276,-0.000778576,0.15087113,1,0.335815727,0.602188951,-0.358246657,0.04
565,2018/3/30,6882.531667,-0.134339168,-0.056560199,-0.615604,1323.85,0,-0.001098179,0.150773123,0,0.338065909,0.615526209,-0.583980849,0.04
566,2018/3/31,6935.48,0.007693148,-0.019316637,-0.616553679,1323.85,0,0.001253545,0.426009451,0,0.341656562,0.554314366,-0.338161409,0.12
567,2018/4/1,6937.56,0.000299907,0.011691101,-0.62058381,1323.85,0,-0.000218251,0.497453565,0,0.345764293,0.595737815,-0.303054288,0.13
568,2018/4/2,7035.848333,0.014167565,0.027890696,-0.566700604,1323.85,0,-3.58E-05,0.408648854,0,0.350438413,0.636871232,-0.253257504,0.11
569,2018/4/3,7410.435,0.05323973,0.041600703,-0.541521335,1333.45,0.007251577,-0.002237486,0.674160527,1,0.430848296,0.60970396,-0.176136946,0.18
570,2018/4/4,7426.48,0.00216519,0.044545304,-0.536554917,1337.3,0.002887247,-0.002814764,1.160729657,1,0.33734711,0.593851776,-0.205044732,0.31
571,2018/4/5,6826.51,-0.080787937,0.010635209,-0.641711117,1327.7,-0.007178644,-0.003994442,0.888349548,1,0.361564915,0.617935171,-0.37026581,0.24
572,2018/4/6,6603.876667,-0.032613053,0.001170309,-0.723614107,1331.2,0.002636138,-0.002024774,0.985675174,1,0.358703934,0.630800733,-0.320009424,0.27
573,2018/4/7,6634.68,0.004664432,-0.004482855,-0.721923557,1331.2,0,-0.001018982,0.482192985,0,0.361293448,0.641769953,-0.264459227,0.13
574,2018/4/8,7017.656667,0.057723457,-0.011427262,-0.706864433,1331.2,0,0.003710212,0.116097262,0,0.364213726,0.646079614,-0.212873524,0.03
575,2018/4/9,6699.273333,-0.045368896,-0.024862033,-0.757038311,1331.95,0.000563401,0.002964263,0.201529028,1,0.334815013,0.659587946,-0.399450713,0.05
576,2018/4/10,6784.41,0.012708344,-0.032369321,-0.748155906,1338.95,0.005255453,0.001132051,0.371833375,1,0.413435419,0.644887682,-0.326681026,0.1
577,2018/4/11,6926.266667,0.020909212,-0.040559663,-0.849520389,1350.75,0.008812876,0.00085321,0.432837688,1,0.392508016,0.663466795,-0.313610102,0.12
578,2018/4/12,7847.845,0.133055566,-0.05689815,-0.775527197,1341.35,-0.006959097,0.002066696,0.170663488,1,0.422425181,0.683221464,-0.131195164,0.04
579,2018/4/13,7941.46,0.011928752,-0.100071797,-0.779301412,1343.7,0.001751966,0.002098929,0.237720066,1,0.457349123,0.705468433,-0.33486736,0.07
580,2018/4/14,8036.511051,0.011968964,-0.108063767,-0.753652812,1343.7,0,0.001291289,0.13131779,0,0.468952157,0.675988548,-0.293480939,0.04
581,2018/4/15,8340.748333,0.037856886,-0.117831169,-0.705801845,1343.7,0,0.003639287,0.673487007,0,0.473094388,0.670120375,-0.206449003,0.18
582,2018/4/16,8368.1,0.003279282,-0.12619995,-0.702782994,1349.35,0.004204808,0.003634963,0.970942869,1,0.469231777,0.707260894,-0.213395724,0.26
583,2018/4/17,7895.416926,-0.056486308,-0.121003131,-0.774212565,1342.1,-0.005372957,0.000429626,0.584368412,1,0.405254196,0.708324446,-0.277892768,0.15
584,2018/4/18,8164.937426,0.034136323,-0.098624522,-0.783016192,1351.45,0.006966694,-0.000461972,1.006807644,1,0.386790143,0.667302471,-0.099101495,0.27
585,2018/4/19,8175.96,0.001349989,-0.082402454,-0.783807245,1348.6,-0.002108846,-0.00117442,0.928451331,1,0.399395127,0.689303877,-0.096276503,0.25
586,2018/4/20,8852.718333,0.082774174,-0.062445028,-0.717507713,1336.75,-0.00878689,-0.001302817,0.591007157,1,0.449524482,0.707160847,0.085038785,0.16
587,2018/4/21,8807.205,-0.00514117,-0.058406174,-0.707243928,1336.75,0,-0.001595366,0.780691721,0,0.45119008,0.711000255,-0.020574953,0.21
588,2018/4/22,8930.6,0.014010688,-0.05369767,-0.699752292,1336.75,0,-0.002858305,0.73488154,0,0.452866528,0.672250172,0.069861549,0.2
589,2018/4/23,8933.861667,0.000365224,-0.055957098,-0.6644507,1324.3,-0.009313634,-0.00122543,0.421837291,1,0.514712524,0.669185451,0.063885623,0.11
590,2018/4/24,9555.542,0.069586967,-0.051617229,-0.63903713,1328.85,0.003435777,-0.00202734,0.593316015,1,0.488362034,0.685956792,0.234209768,0.16
591,2018/4/25,9658.11,0.010733876,-0.044346267,-0.629523456,1321.65,-0.005418219,-0.002645746,0.60842752,1,0.522447896,0.692700094,0.195885635,0.16
592,2018/4/26,9258.398333,-0.041386117,-0.044116216,-0.652069924,1320.7,-0.000718798,-0.002502965,0.585914243,1,0.516349758,0.649561217,0.128705249,0.16
593,2018/4/27,9010.32,-0.026794951,-0.030805642,-0.733309421,1321.5,0.000605739,-0.002486913,0.614634033,1,0.504236024,0.620130533,0.159261721,0.16
594,2018/4/28,8928.55,-0.009075149,-0.013689037,-0.73933422,1321.5,0,-0.004221038,0.448220408,0,0.496126975,0.64932103,0.215291656,0.12
595,2018/4/29,9334.281667,0.045442056,0.014719463,-0.736787441,1321.5,0,-0.005294036,0.505387292,0,0.488246298,0.661575951,0.303057872,0.13
596,2018/4/30,9259.57,-0.008004008,0.023206447,-0.778633733,1313.2,-0.006280742,-0.002927325,0.054008254,1,0.523924563,0.638442035,0.210396219,0.01
597,2018/5/1,9239.55,-0.002162087,0.030163106,-0.791204363,1307.1,-0.004645142,-0.003106901,-0.188038518,1,0.606659138,0.596190284,0.219419856,-0.05
598,2018/5/2,9221.426,-0.001961567,0.029073638,-0.841233026,1304.2,-0.002218652,-0.004117382,0.087346867,1,0.609398311,0.605565044,0.208759173,0.02
599,2018/5/3,9639.268333,0.045312117,0.023997246,-0.833333592,1315.05,0.008319276,-0.002281829,0.406024194,1,0.533141171,0.624208594,0.267993266,0.11
600,2018/5/4,9753.35,0.011835096,0.009687975,-0.818081508,1309.4,-0.004296415,-0.00201275,0.240008723,1,0.548903309,0.617759159,0.200560367,0.06
601,2018/5/5,9803.306667,0.005122001,0.003341562,-0.774615863,1309.4,0,1.58E-07,0.128156156,0,0.539445891,0.578803863,0.173432277,0.03
602,2018/5/6,9630.136277,-0.017664488,-0.004520471,-0.800391848,1309.4,0,-0.000307858,-0.013127815,0,0.530307826,0.574279226,0.132581004,0
603,2018/5/7,9631.44,0.000135379,-0.008288416,-0.804853036,1309.4,0,-0.001462739,-0.263303405,0,0.521473207,0.590858865,0.132002222,-0.07
604,2018/5/8,9228.608333,-0.041824656,-0.012813314,-0.839800059,1306.6,-0.002138384,0.000190656,-0.368335573,1,0.529064927,0.598938997,0.039239743,-0.1
605,2018/5/9,9322.041667,0.010124315,-0.001055476,-0.786144549,1313.85,0.005548752,-0.00098546,-0.143217071,1,0.491356569,0.563963385,0.101146665,-0.04
606,2018/5/10,9310.37,-0.001252051,0.006077583,-0.7703301,1318.8,0.003767553,0.001626524,0.000740831,1,0.470640861,0.566821755,0.070889374,0
607,2018/5/11,8468.788,-0.090391896,0.010081121,-0.73573538,1324.35,0.004208371,0.001507535,0.162170966,1,0.451158009,0.594206239,-0.106291386,0.04
608,2018/5/12,8484.346667,0.001837178,0.026373831,-0.838517985,1324.35,0,0.001714534,0.353441243,0,0.451830678,0.560817295,0.011705137,0.09
609,2018/5/13,8463.52,-0.002454717,0.041564879,-0.834657087,1324.35,0,-0.001067354,0.455915401,0,0.452505347,0.570320221,-0.005223799,0.12
610,2018/5/14,8652.038333,0.022274223,0.047588162,-0.899550843,1319.85,-0.003397893,-0.000641973,0.096428014,1,0.468595405,0.576072598,0.017376485,0.03
611,2018/5/15,8511.458,-0.016248233,0.051496397,-0.951797066,1295,-0.018827897,-0.001046015,-0.562992624,1,0.582513253,0.572355032,-0.070277196,-0.15
612,2018/5/16,8471.06,-0.004746308,0.057529763,-0.958754298,1291.25,-0.002895753,-0.002122099,-0.800115363,1,0.599550775,0.554811818,-0.035172027,-0.21
613,2018/5/17,8106.118333,-0.043080992,0.045353778,-0.980154025,1289.5,-0.001355276,-0.003151966,-0.851217655,1,0.604697252,0.580798414,-0.125632639,-0.23
614,2018/5/18,8240.055,0.01652291,0.039522004,-0.984478752,1288.3,-0.000930593,-0.001564678,-0.886175898,1,0.598101885,0.588033939,-0.069999519,-0.24
615,2018/5/19,8239.08,-0.000118324,0.031341658,-0.987468238,1288.3,0,0.000259563,-0.939738441,0,0.589184007,0.604245835,-0.129486248,-0.25
616,2018/5/20,8507.406667,0.032567552,0.022551151,-0.970522916,1288.3,0,-0.002004944,-0.856582912,0,0.580525992,0.58616593,-0.100275368,-0.23
617,2018/5/21,8385.556187,-0.01432287,0.006533287,-0.992484182,1288.35,3.88E-05,-0.002443237,-0.960074961,1,0.571838061,0.610564008,-0.188415668,-0.26
618,2018/5/22,8396.63,0.001320582,-0.012642641,-0.989770426,1293.05,0.003648077,-0.004242826,-0.923387428,1,0.539455342,0.638686302,-0.192550088,-0.25
619,2018/5/23,7555.74,-0.10014613,-0.033696164,-1.044226605,1289,-0.003132129,-0.003676737,-1.042416366,1,0.555146329,0.754502122,-0.396062239,-0.28
620,2018/5/24,7566.193333,0.001383496,-0.033124576,-1.068528533,1304.85,0.012296354,-0.007146889,-0.594619,1,0.476817659,0.706225084,-0.268136671,-0.16
621,2018/5/25,7576.78,0.001399207,-0.047067387,-1.070816745,1303.5,-0.001034602,0.000971985,-0.633174065,1,0.478148254,0.694815463,-0.331154604,-0.17
622,2018/5/26,7342.908333,-0.030866894,-0.028753275,-1.126828486,1303.5,0,0.001589999,-0.758594191,0,0.472540453,0.713620867,-0.369032195,-0.2
623,2018/5/27,7361.831667,0.00257709,-0.009208437,-1.134617926,1303.5,0,0.003361153,-0.672681993,0,0.46706132,0.656449291,-0.31203678,-0.18
624,2018/5/28,7344.56,-0.00234611,0.010452643,-1.133773188,1303.5,0,0.000649772,-0.444767696,0,0.461706475,0.649753107,-0.278440957,-0.12
625,2018/5/29,7459.876667,0.015700963,0.005983567,-1.136050964,1295.5,-0.006137323,0.003785619,-0.56612148,1,0.487314029,0.645798456,-0.247301108,-0.15
626,2018/5/30,7385.395,-0.009984303,0.005680325,-1.164536905,1300.7,0.004013894,-0.000475617,-0.2812296,1,0.467667128,0.657534423,-0.28170564,-0.07
627,2018/5/31,7386.72,0.000179408,0.007438168,-1.163863008,1305.35,0.003574998,-0.00132302,-0.145926696,1,0.453693604,0.641448339,-0.255080371,-0.04
628,2018/6/1,7535.146667,0.020093718,0.0039551,-1.170524349,1294.6,-0.008235339,-0.000519779,-0.451651861,1,0.498484489,0.623690977,-0.230957151,-0.12
629,2018/6/2,7645.146667,0.014598256,-0.010729946,-1.172473079,1294.6,0,-0.000282461,-0.387733137,0,0.500365965,0.634148845,-0.235028638,-0.1
630,2018/6/3,7637.14,-0.001047288,-0.026698337,-1.172556446,1294.6,0,-0.000972718,-0.170150825,0,0.502261553,0.641159161,-0.277141633,-0.05
