index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,Standard Dev,Coefficient of Variation,Bias(5:30),Danger
472,2017/12/27,15589.32167,14155.34,16018.6,16311.91,14526.29,10887.21,1848.38167,13.45%,3642.411312,1.168857479,0.025536458,
473,2017/12/28,14380.58167,14235.01,15649.54,16266.27,14721.99,11050.76,-1208.74,-7.75%,3675.091497,1.170418918,0.033078409,
474,2017/12/29,14214.01,14355.81,15191.42,16142.26,14869.59,11187.84,-166.57167,-1.16%,3706.143121,1.171609061,0.034552399,
475,2017/12/30,13215.574,14408.78,14839.11,16095.82,15012.76,11322.47,-998.436,-7.02%,3730.748076,1.171565926,0.04023111,
476,2017/12/31,14165.575,14228.09,14422.37,16013.11,15115.03,11436.25,950.001,7.19%,3760.528255,1.172441766,0.058679341,
477,2018/1/1,13796,14313.01,14234.18,15967.94,15224.42,11561.25,-369.575,-2.61%,3787.6184,1.172788075,0.059865006,
478,2018/1/2,15005.85667,13954.35,14094.68,15793.92,15321.63,11678.65,1209.85667,8.77%,3821.651444,1.174385997,0.089238547,
479,2018/1/3,15053.26167,14079.4,14217.61,15703.79,15444.07,11808.79,47.405,0.32%,3855.389354,1.17587126,0.08836207,
480,2018/1/4,15039.24,14247.25,14328.01,15643.84,15559.68,11935.72,-14.02167,-0.09%,3888.453654,1.177177312,0.084348136,
481,2018/1/5,17174.12,14611.99,14420.04,15507.21,15674.62,12063.6,2134.88,14.20%,3935.358851,1.181087474,0.067793031,
482,2018/1/6,17319.198,15213.7,14763.35,15390.98,15795.72,12233.36,145.078,0.84%,3982.36147,1.184895772,0.03684669,
483,2018/1/7,17155.95,15918.34,14936.34,15292.94,15822.96,12403.81,-163.248,-0.94%,4027.258402,1.188178003,-0.006027949,
484,2018/1/8,15265.90667,16348.35,15213.88,15202.65,15832.8,12570.93,-1890.04333,-11.02%,4059.014095,1.188957197,-0.032562149,
485,2018/1/9,14714.25333,16390.88,15319.07,15079.09,15836.9,12706.06,-551.65334,-3.61%,4087.041245,1.189068299,-0.034980331,
486,2018/1/10,14437.42,16325.89,15468.94,14945.65,15831.72,12839.31,-276.83333,-1.88%,4113.097027,1.188836315,-0.031213917,
487,2018/1/11,13296.794,15778.55,15496.12,14865.15,15810.66,12970.44,-1140.626,-7.90%,4132.890864,1.187637859,0.002030908,
488,2018/1/12,13912.882,14974.06,15446.2,14770.44,15678.01,13096.79,616.088,4.63%,4155.477328,1.186851818,0.044900469,
489,2018/1/13,13791.19,14325.45,15336.9,14777.25,15581.5,13219.5,-121.692,-0.87%,4177.12785,1.185922529,0.080611623,
490,2018/1/14,13852.92,14030.51,15210.7,14769.36,15499.46,13341.12,61.73,0.45%,4198.782613,1.184992014,0.09477427,
491,2018/1/15,14012.196,13858.24,15092.06,14756.05,15368.83,13450.31,159.276,1.15%,4220.929933,1.18413154,0.0982892,
492,2018/1/16,13554.14,13773.2,14775.87,14769.61,15185.94,13553.6,-458.056,-3.27%,4240.53263,1.182906625,0.093029473,
493,2018/1/17,11116.94667,13824.67,14399.37,14667.85,14995.08,13648.36,-2437.19333,-17.98%,4249.744322,1.180455492,0.078052935,
494,2018/1/18,11345.42333,13265.48,13795.46,14504.67,14733.59,13703.35,228.47666,2.06%,4259.670035,1.1780922,0.099643739,
495,2018/1/19,11174.82,12776.33,13403.42,14361.24,14520.53,13758.98,-170.60333,-1.50%,4268.86114,1.175678765,0.120119582,
496,2018/1/20,12950.79333,12240.71,13049.47,14259.2,14313.59,13811.07,1775.97333,15.89%,4284.964882,1.17405049,0.144819015,
497,2018/1/21,11505.228,12028.42,12900.81,14198.47,14210.37,13892.58,-1445.56533,-11.16%,4295.080826,1.171757859,0.153546319,
498,2018/1/22,11513.42,11618.64,12721.65,14083.93,14087.51,13946.54,8.192,0.07%,4305.105001,1.169474817,0.175252404,
499,2018/1/23,11223.064,11697.94,12481.71,13909.31,14012.07,14001.15,-290.356,-2.52%,4313.976383,1.167102564,0.165152615,
500,2018/1/24,11282.25833,11673.47,12224.9,13717.8,13921.2,14050.68,59.19433,0.53%,4322.948054,1.164758433,0.161460937,
501,2018/1/25,11392.03,11694.95,11967.83,13529.95,13826.64,14093.6,109.77167,0.97%,4332.19706,1.162458378,0.15417267,
502,2018/1/26,10969.815,11383.2,11705.81,13240.84,13748.35,14137.32,-422.215,-3.71%,4339.897474,1.160042368,0.172031553,
503,2018/1/27,11524.77667,11276.12,11447.38,12923.37,13594.36,14158.18,554.96167,5.06%,4349.403293,1.157803768,0.170529543,
504,2018/1/28,11431.37,11278.39,11488.16,12641.81,13499.17,14184.38,-93.40667,-0.81%,4358.469444,1.155542338,0.164512337,
505,2018/1/29,11212.655,11320.05,11496.76,12450.09,13406.41,14209.59,-218.715,-1.91%,4366.682653,1.153223749,0.155624063,
506,2018/1/30,10184.06167,11306.13,11500.54,12275.01,13339.65,14227.34,-1028.59333,-9.17%,4371.59882,1.15068744,0.152441781,
507,2018/1/31,10082.52,11064.54,11223.87,12062.34,13206.93,14215.68,-101.54167,-1.00%,4376.165236,1.148151338,0.162217109,
508,2018/2/1,9083.258333,10887.08,11081.6,11901.63,13083.15,14202.39,-999.261667,-9.91%,4378.092143,1.145544057,0.167854836,
509,2018/2/2,8901.901667,10398.77,10838.58,11660.14,12885.73,14164.9,-181.356666,-2.00%,4379.567306,1.142951159,0.193001095,
510,2018/2/3,8852.73,9892.88,10606.46,11415.68,12680.69,14120.18,-49.171667,-0.55%,4380.903082,1.140375561,0.21984687,
511,2018/2/4,8400.648333,9420.89,10363.51,11165.67,12474.47,14074.54,-452.081667,-5.11%,4381.248968,1.137828281,0.244786352,
512,2018/2/5,6838.816667,9064.21,10064.37,10885.09,12182.02,13988.87,-1561.831666,-18.59%,4378.960816,1.135516225,0.255935387,
513,2018/2/6,6925.46,8415.47,9651.27,10549.33,11832.67,13827.82,86.643333,1.27%,4376.788979,1.13319845,0.288793654,
514,2018/2/7,8099.958333,7983.91,9191.34,10339.75,11491.66,13662.23,1174.498333,16.96%,4376.515312,1.130718687,0.305243107,
515,2018/2/8,8240.536667,7823.52,8858.2,10177.48,11252.79,13544.85,140.578334,1.74%,4376.494454,1.128244652,0.304748422,
516,2018/2/9,8245.08,7701.08,8560.99,10030.77,11037,13434.36,4.543333,0.06%,4376.466129,1.125786419,0.302248799,
517,2018/2/10,8319.876566,7669.97,8367.09,9795.48,10830.59,13320.63,74.796566,0.91%,4376.566437,1.123339627,0.291823437,
518,2018/2/11,8343.455,7966.18,8190.83,9636.21,10664.69,13171.35,23.578434,0.28%,4376.695678,1.120907394,0.253032203,
519,2018/2/12,8068.02,8249.78,8116.85,9477.71,10479.04,13030.27,-275.435,-3.30%,4376.288182,1.118509472,0.212735136,
520,2018/2/13,8597.7675,8243.39,8033.46,9319.96,10288.27,12893.87,529.7475,6.57%,4376.892666,1.116098758,0.198758392,
521,2018/2/14,9334.633333,8314.84,8007.96,9185.74,10113.1,12740.96,736.865833,8.57%,4379.099718,1.113716576,0.177814913,
522,2018/2/15,9471.64,8532.75,8101.36,9082.87,9957.18,12571.56,137.006667,1.47%,4381.599313,1.111358463,0.143055564,
523,2018/2/16,10127.16167,8763.1,8364.64,9007.96,9821.1,12408.09,655.52167,6.92%,4385.730252,1.109086022,0.10772724,
524,2018/2/17,10841.99167,9119.84,8684.81,8938.08,9788.11,12260.85,714.83,7.06%,4391.831181,1.106956336,0.06827365,
525,2018/2/18,11085.83,9674.64,8959.02,8908.61,9771.32,12145.93,243.83833,2.25%,4398.597601,1.104893045,0.009894262,
526,2018/2/19,11110.965,10172.25,9243.55,8902.27,9768.36,12040.98,25.135,0.23%,4405.363582,1.102844637,-0.041346756,
527,2018/2/20,11390.39167,10527.52,9530.13,8948.61,9707.03,11958.7,279.42667,2.51%,4412.920992,1.100876234,-0.084525339,
528,2018/2/21,11245.98,10911.27,9837.19,9014.01,9703.2,11895.36,-144.41167,-1.27%,4419.942257,1.098877297,-0.124502226,
529,2018/2/22,9931.071667,11135.03,10127.44,9122.14,9694.29,11853.18,-1314.908333,-11.69%,4423.209382,1.096649891,-0.148617382,
530,2018/2/23,10162.11667,10952.85,10313.74,9173.6,9651.22,11786.21,231.045003,2.33%,4427.023821,1.094463706,-0.134866887,
531,2018/2/24,10171.3,10768.11,10470.18,9239.07,9613.88,11720.26,9.18333,0.09%,4430.814562,1.092291157,-0.120058707,
532,2018/2/25,9696.593333,10580.17,10553.84,9327.6,9573.19,11660.77,-474.706667,-4.67%,4433.379749,1.090079876,-0.105187508,
533,2018/2/26,10348.60333,10241.41,10576.34,9470.49,9530.75,11562.56,652.009997,6.72%,4437.544663,1.087957191,-0.074564961,
534,2018/2/27,10319.46,10061.94,10598.48,9641.65,9491.55,11495.36,-29.14333,-0.28%,4441.582572,1.085841799,-0.060094505,
535,2018/2/28,10370.165,10139.61,10546.23,9752.62,9454.48,11430.45,50.705,0.49%,4445.704169,1.083745346,-0.072466175,
536,2018/3/1,11009.38167,10181.22,10474.66,9859.11,9426.4,11383.02,639.21667,6.16%,4451.534548,1.081774667,-0.080075108,
537,2018/3/2,10931.12,10348.84,10464.51,9997.32,9453.91,11330.42,-78.26167,-0.71%,4457.075442,1.079796701,-0.09466242,
538,2018/3/3,11326.94833,10595.75,10418.58,10127.88,9482.2,11282.67,395.82833,3.62%,4463.703048,1.077914357,-0.117435827,
539,2018/3/4,11430.18167,10791.42,10426.68,10277.06,9556.99,11221.36,103.23334,0.91%,4470.565582,1.076063962,-0.129165145,
540,2018/3/5,11516.83,11013.56,10576.59,10445.17,9641.26,11160.97,86.64833,0.76%,4477.613136,1.074241524,-0.142336168,
541,2018/3/6,10763.19833,11242.89,10712.06,10591.12,9730.07,11102.27,-753.63167,-6.54%,4482.42442,1.072265593,-0.15547884,
542,2018/3/7,10118.058,11193.66,10771.25,10662.55,9808.82,10995.42,-645.14033,-5.99%,4485.525201,1.070207864,-0.141183139,
543,2018/3/8,9920.46,11031.04,10813.39,10694.87,9918.13,10875.4,-197.598,-1.95%,4488.11518,1.068141835,-0.11220966,
544,2018/3/9,9089.278333,10749.75,10770.58,10684.53,10017.96,10754.81,-831.181667,-8.38%,4488.871541,1.066046591,-0.073047806,
545,2018/3/10,8746.002,10281.56,10647.56,10596.9,10050.94,10651.86,-343.276333,-3.78%,4488.949212,1.063966222,-0.022945118,
546,2018/3/11,8777.37,9727.4,10485.15,10479.91,10067.79,10552.39,31.368,0.36%,4489.069237,1.061897271,0.033809803,
547,2018/3/12,9182.843333,9330.23,10261.94,10363.23,10085.53,10458.06,405.473333,4.62%,4489.955288,1.059839782,0.07488947,
548,2018/3/13,9154.7,9143.19,10087.12,10252.85,10114.29,10389.49,-28.143333,-0.31%,4490.763628,1.057793734,0.096012671,
549,2018/3/14,9153.54,8990.04,9869.89,10148.28,10141.34,10310.19,-1.16,-0.01%,4491.548813,1.055759467,0.113525432,
550,2018/3/15,8358.121667,9002.89,9642.23,10109.41,10177.52,10232.9,-795.418333,-8.69%,4490.86923,1.053754958,0.115414168,
551,2018/3/16,8530.402,8925.32,9326.36,10019.21,10169.53,10141.32,172.280333,2.06%,4490.4699,1.051752847,0.122346854,
552,2018/3/17,8297.89,8875.92,9103.08,9937.16,10142.72,10049.95,-232.512,-2.73%,4489.671307,1.049774688,0.124897463,
553,2018/3/18,8171.415,8698.93,8921.06,9867.23,10103.6,9962.35,-126.475,-1.52%,4488.662769,1.047816519,0.139026684,
554,2018/3/19,8412.033333,8502.27,8746.16,9758.37,10038.41,9913.26,240.618333,2.94%,4488.033172,1.045853582,0.153026226,
555,2018/3/20,8605.64,8353.97,8678.43,9663,9957.41,9864.37,193.606667,2.30%,4487.720163,1.043893023,0.161029826,
556,2018/3/21,8947.753333,8403.48,8664.4,9574.77,9874.74,9821.55,342.113333,3.98%,4488.006646,1.041936872,0.148992277,
557,2018/3/22,8690.408333,8486.95,8681.43,9471.69,9802.63,9754.83,-257.345,-2.88%,4487.813854,1.03999558,0.134217042,
558,2018/3/23,8725.37,8565.45,8632.19,9359.65,9712.63,9707.92,34.961667,0.40%,4487.669179,1.038064202,0.11811219,
559,2018/3/24,8662.378333,8676.24,8589.26,9229.57,9628.61,9661.45,-62.991667,-0.72%,4487.401855,1.036145194,0.098910435,
560,2018/3/25,8617.296667,8726.31,8540.14,9091.18,9586.32,9618.77,-45.081666,-0.52%,4487.045128,1.034238176,0.089712215,
561,2018/3/26,8457.96,8728.64,8566.06,8946.21,9534.82,9574.35,-159.336667,-1.85%,4486.411816,1.032348026,0.08455115,
562,2018/3/27,7876.195,8630.68,8558.81,8830.95,9477.71,9525.45,-581.765,-6.88%,4484.889977,1.030510913,0.089370745,
563,2018/3/28,7960.38,8467.84,8516.64,8718.85,9417.03,9473.89,84.185,1.07%,4483.482814,1.028675416,0.100795049,
564,2018/3/29,7950.61,8314.84,8495.54,8620.85,9337.43,9414.49,-9.77,-0.12%,4482.057255,1.026850481,0.109515145,
565,2018/3/30,6882.531667,8172.49,8449.4,8563.92,9258.46,9356.47,-1068.078333,-13.43%,4479.344135,1.025184143,0.117294885,
566,2018/3/31,6935.48,7825.54,8277.09,8470.74,9142.21,9284.3,52.948333,0.77%,4476.687438,1.023515914,0.144020975,
567,2018/4/1,6937.56,7521.04,8075.86,8378.65,9006.41,9230.16,2.08,0.03%,4474.036066,1.021855214,0.164923649,
568,2018/4/2,7035.848333,7333.31,7900.58,8266.38,8873.29,9177.75,98.288333,1.42%,4471.488505,1.020185106,0.173552313,
569,2018/4/3,7410.435,7148.41,7731.62,8160.44,8730.26,9143.62,374.586667,5.32%,4469.360479,1.018465432,0.181191625,
570,2018/4/4,7426.48,7040.37,7606.43,8073.29,8596.27,9118.76,16.045,0.22%,4467.251642,1.016752085,0.180997107,
571,2018/4/5,6826.51,7149.16,7487.35,8026.7,8459.92,9094.99,-599.97,-8.08%,4464.50199,1.015143555,0.154937635,
572,2018/4/6,6603.876667,7127.37,7324.2,7941.51,8328.7,9068.76,-222.633333,-3.26%,4461.554769,1.013586132,0.144239797,
573,2018/4/7,6634.68,7060.63,7196.97,7856.81,8211.56,9064.84,30.803333,0.47%,4458.639216,1.012029373,0.140159726,
574,2018/4/8,7017.656667,6980.4,7064.4,7779.97,8102.03,9060,382.976667,5.77%,4456.089706,1.010408854,0.138438145,
575,2018/4/9,6699.273333,6901.84,6971.11,7710.25,8032.98,9041.96,-318.383334,-4.54%,4453.239638,1.008853508,0.140812003,
576,2018/4/10,6784.41,6756.4,6952.78,7614.93,7964.75,9016.27,85.136667,1.27%,4450.471141,1.007288923,0.151712232,
577,2018/4/11,6926.266667,6747.98,6937.67,7506.77,7898.32,8991.93,141.856667,2.09%,4447.840979,1.005705944,0.145643631,
578,2018/4/12,7847.845,6812.46,6936.54,7418.56,7823.1,8968.7,921.578333,13.31%,4446.273645,1.004008567,0.12918664,
579,2018/4/13,7941.46,7055.09,7017.74,7374.68,7779.54,8960.44,93.615,1.19%,4444.828983,1.00231151,0.093122473,
580,2018/4/14,8036.511051,7239.85,7070.85,7338.64,7739.14,8958.33,95.051051,1.20%,4443.511254,1.000615501,0.06451492,
581,2018/4/15,8340.748333,7507.3,7131.85,7309.6,7728.42,8948.97,304.237282,3.79%,4442.629315,0.998909581,0.028611281,
582,2018/4/16,8368.1,7818.57,7283.27,7303.74,7722.1,8932.41,27.351667,0.33%,4441.781365,0.997211067,-0.012492716,
583,2018/4/17,7895.416926,8106.93,7459.7,7328.33,7724.44,8914.02,-472.683074,-5.65%,4440.256864,0.995551786,-0.049516858,
584,2018/4/18,8164.937426,8116.45,7585.77,7325.08,7715.24,8876.82,269.5205,3.41%,4439.099181,0.993880972,-0.052002271,
585,2018/4/19,8175.96,8161.14,7700.5,7335.8,7707,8832.2,11.022574,0.13%,4437.95183,0.992217821,-0.058925652,
586,2018/4/20,8852.718333,8189.03,7848.17,7400.47,7692.68,8783.71,676.758333,8.28%,4437.847406,0.990542021,-0.064522377,
587,2018/4/21,8807.205,8291.43,8055,7496.33,7689.51,8746.07,-45.513333,-0.51%,4437.655112,0.988874862,-0.07827807,
588,2018/4/22,8930.6,8379.25,8243.09,7589.82,7693.4,8703.02,123.395,1.40%,4437.657814,0.987216019,-0.089147841,
589,2018/4/23,8933.861667,8586.28,8351.37,7684.55,7700.24,8664.43,3.261667,0.04%,4437.653269,0.985565511,-0.115066543,
590,2018/4/24,9555.542,8740.07,8450.61,7760.73,7709.29,8647.81,621.680333,6.96%,4438.758078,0.983942545,-0.133706217,
591,2018/4/25,9658.11,9015.99,8602.51,7867.18,7740.57,8637.7,102.568,1.07%,4440.041008,0.98233375,-0.164770811,
592,2018/4/26,9258.398333,9177.06,8734.25,8008.76,7780.57,8629.14,-399.711667,-4.14%,4440.554021,0.980713443,-0.179484279,
593,2018/4/27,9010.32,9267.3,8823.27,8141.49,7826.65,8621.84,-248.078333,-2.68%,4440.618454,0.979095906,-0.184069813,
594,2018/4/28,8928.55,9283.25,8934.77,8260.27,7861.65,8599.54,-81.77,-0.91%,4440.532917,0.977485759,-0.18082718,
595,2018/4/29,9334.281667,9282.18,9011.13,8355.81,7894.24,8576.35,405.731667,4.54%,4441.137688,0.975891857,-0.175816798,
596,2018/4/30,9259.57,9237.93,9126.96,8487.56,7975.97,8559.09,-74.711667,-0.80%,4441.592374,0.974303157,-0.158220254,
597,2018/5/1,9239.55,9158.22,9167.64,8611.32,8053.44,8529.93,-20.02,-0.22%,4441.996265,0.972721571,-0.13718113,
598,2018/5/2,9221.426,9154.45,9210.88,8726.98,8130.17,8501.73,-18.124,-0.20%,4442.353335,0.971147135,-0.125985066,
599,2018/5/3,9639.268333,9196.68,9239.96,8795.66,8203.02,8466.64,417.842333,4.53%,4443.455519,0.969598771,-0.121133436,
600,2018/5/4,9753.35,9338.82,9310.5,8880.55,8277.32,8436.79,114.081667,1.18%,4444.755834,0.968065155,-0.128241991,
601,2018/5/5,9803.306667,9422.63,9330.28,8966.4,8354.88,8407.4,49.956667,0.51%,4446.131536,0.966542233,-0.127799561,
602,2018/5/6,9630.136277,9531.38,9344.8,9039.52,8454.11,8391.4,-173.17039,-1.77%,4447.155626,0.965014885,-0.127425595,
603,2018/5/7,9631.44,9609.5,9381.98,9102.63,8554.98,8383.27,1.303723,0.01%,4448.162957,0.963494741,-0.123263877,
604,2018/5/8,9228.608333,9691.5,9444.09,9189.43,8654.87,8378.45,-402.831667,-4.18%,4448.432058,0.961964653,-0.119774185,
605,2018/5/9,9322.041667,9609.37,9474.09,9242.61,8728.57,8380.78,93.433334,1.01%,4448.84818,0.960444589,-0.10091,
606,2018/5/10,9310.37,9523.11,9472.87,9299.91,8816,8390.38,-11.671667,-0.13%,4449.229243,0.958931302,-0.080207577,
607,2018/5/11,8468.788,9424.52,9477.95,9322.8,8900.2,8399.26,-841.582,-9.04%,4448.275685,0.95742624,-0.058911036,
608,2018/5/12,8484.346667,9192.25,9400.87,9305.88,8951.61,8387.36,15.558667,0.18%,4447.33815,0.955927697,-0.026882315,
609,2018/5/13,8463.52,8962.83,9327.17,9283.56,8972.83,8376.19,-20.826667,-0.25%,4446.365306,0.954436859,0.001114476,
610,2018/5/14,8652.038333,8809.81,9209.59,9260.05,8990.23,8364.69,188.518333,2.23%,4445.656874,0.952947843,0.020068452,
611,2018/5/15,8511.458,8675.81,9099.46,9214.87,9010.75,8369.58,-140.580333,-1.62%,4444.739005,0.951469297,0.037171157,
612,2018/5/16,8471.06,8516.03,8970.27,9157.54,9016.44,8369.27,-40.398,-0.47%,4443.758541,0.949998891,0.055499732,
613,2018/5/17,8106.118333,8516.48,8854.37,9118.17,9019.87,8372.15,-364.941667,-4.31%,4442.290128,0.948552657,0.055809008,
614,2018/5/18,8240.055,8440.84,8701.83,9072.96,9026.9,8371.07,133.936667,1.65%,4440.989886,0.947105411,0.064923728,
615,2018/5/19,8239.08,8396.15,8602.98,9038.54,9029.4,8368.2,-0.975,-0.01%,4439.684725,0.945664784,0.070132013,
616,2018/5/20,8507.406667,8313.55,8494.68,8983.78,9031.5,8362.09,268.326667,3.26%,4438.735797,0.94421987,0.079493993,
617,2018/5/21,8385.556187,8312.74,8414.39,8946.17,9019.99,8354.75,-121.85048,-1.43%,4437.61503,0.94278574,0.078409178,
618,2018/5/22,8396.63,8295.64,8406.06,8903.47,9005.94,8349.67,11.073813,0.13%,4436.504461,0.941357676,0.078870168,
619,2018/5/23,7555.74,8353.75,8397.29,8862.23,8988.14,8344.19,-840.89,-10.01%,4434.392854,0.939995084,0.070580788,
620,2018/5/24,7566.193333,8216.88,8306.51,8758.05,8942.2,8325.75,10.453333,0.14%,4432.293108,0.93863724,0.081112031,
621,2018/5/25,7576.78,8082.31,8197.93,8648.69,8875.89,8308.23,10.586667,0.14%,4430.205325,0.937284112,0.089408499,
622,2018/5/26,7342.908333,7896.18,8104.46,8537.37,8806.51,8293.54,-233.871667,-3.09%,4427.887188,0.9359621,0.103370121,
623,2018/5/27,7361.831667,7687.65,7991.65,8423.01,8742.66,8284.66,18.923334,0.26%,4425.589242,0.934643367,0.1206738,
624,2018/5/28,7344.56,7480.69,7917.22,8309.53,8687.71,8274.68,-17.271667,-0.23%,4423.277131,0.933332091,0.138934196,
625,2018/5/29,7459.876667,7438.45,7827.67,8215.32,8634.91,8264.58,115.316667,1.57%,4421.078061,0.932013381,0.138560796,
626,2018/5/30,7385.395,7417.19,7749.75,8122.22,8572.43,8274.2,-74.481667,-1.00%,4418.808757,0.930708296,0.134762255,
627,2018/5/31,7386.72,7378.91,7637.55,8025.97,8509.96,8281.7,1.325,0.02%,4416.542778,0.929408437,0.132908968,
628,2018/6/1,7535.146667,7387.68,7537.66,7971.86,8448.2,8289.19,148.426667,2.01%,4414.423443,0.928098267,0.125532066,
629,2018/6/2,7645.146667,7422.34,7451.52,7924.4,8391.99,8297.51,110,1.46%,4412.417363,0.926783067,0.115544704,
630,2018/6/3,7637.14,7482.46,7460.46,7883.49,8325.52,8301.42,-8.006667,-0.10%,4410.403716,0.925474096,0.101262143,
631,2018/6/4,7500.273333,7517.91,7467.55,7832.74,8254.98,8304.93,-136.866667,-1.79%,4408.253348,0.924183717,0.089287921,
632,2018/6/5,7615.722142,7540.89,7459.9,7782.18,8178.21,8316.16,115.448809,1.54%,4406.219725,0.922887517,0.077929033,
633,2018/6/6,7619.43,7586.69,7487.18,7739.41,8111.07,8333.02,3.707858,0.05%,4404.190785,0.921596343,0.064649917,
634,2018/6/7,7676.271667,7603.54,7512.94,7715.08,8044,8349.44,56.841667,0.75%,4402.220998,0.920305455,0.05475634,
635,2018/6/8,7620.153333,7609.77,7546.11,7686.89,7992.25,8360.41,-56.118334,-0.73%,4400.194462,0.919024866,0.047856361,
636,2018/6/9,7615.54,7606.37,7562.14,7655.94,7935.52,8375.76,-4.613333,-0.06%,4398.164205,0.917749952,0.041478063,
637,2018/6/10,6776.888333,7629.42,7585.15,7611.35,7879.03,8389.61,-838.651667,-11.01%,4395.417194,0.916581812,0.031680296,
638,2018/6/11,6875.678333,7461.66,7524.17,7530.92,7822.63,8387.12,98.79,1.46%,4392.746243,0.915403401,0.046144327,
639,2018/6/12,6879.31,7312.91,7458.22,7454.87,7769.01,8370.92,3.631667,0.05%,4390.082301,0.914228904,0.058707609,
640,2018/6/13,6315.7,7153.51,7381.64,7421.05,7716.2,8353.22,-563.61,-8.19%,4387.06337,0.913151139,0.072923201,
641,2018/6/14,6647.013333,6892.62,7249.5,7358.52,7638.33,8324.54,331.313333,5.25%,4384.247608,0.912020178,0.097627361,
642,2018/6/15,6637.41,6698.92,7164.17,7312.04,7576.18,8296.31,-9.603333,-0.14%,4381.430686,0.910894845,0.115791863,
643,2018/6/16,6509.426667,6671.02,7066.34,7276.76,7515.06,8267.46,-127.983333,-1.93%,4378.538955,0.909794538,0.112313142,
644,2018/6/17,6464.411667,6597.77,6955.34,7234.14,7461.83,8244.36,-45.015,-0.69%,4375.626043,0.908705752,0.115797331,
645,2018/6/18,6445.79,6514.79,6834.15,7190.13,7402.64,8216.02,-18.621667,-0.29%,4372.707931,0.907623968,0.119936941,
646,2018/6/19,6737,6540.81,6716.72,7139.43,7342.87,8187.19,291.21,4.52%,4369.977848,0.906499149,0.10922977,
647,2018/6/20,6714.718333,6558.81,6628.86,7107.01,7283.85,8151.92,-22.281667,-0.33%,4367.237511,0.905381759,0.099540765,
648,2018/6/21,6760.83,6574.27,6622.65,7073.41,7228.16,8117.05,46.111667,0.69%,4364.53307,0.904261536,0.09046424,
649,2018/6/22,6332.573333,6624.55,6611.16,7034.69,7173.63,8080.89,-428.256667,-6.33%,4361.573822,0.903214873,0.076541444,
650,2018/6/23,6141.605833,6598.18,6556.49,6969.06,7132.86,8037.53,-190.9675,-3.02%,4358.525813,0.902206951,0.074960114,
651,2018/6/24,6170.46,6537.35,6539.08,6894.29,7085.38,7980.63,28.854167,0.47%,4355.497545,0.901196855,0.077346593,
652,2018/6/25,6211.4475,6424.04,6491.42,6827.8,7038.5,7922.51,40.9875,0.66%,4352.495042,0.900182433,0.087299851,
653,2018/6/26,6218.595,6323.38,6448.83,6757.58,7000.78,7871.72,7.1475,0.12%,4349.502099,0.89917004,0.096760647,
654,2018/6/27,6097.46,6214.94,6419.74,6687.54,6962.67,7825.19,-121.135,-1.95%,4346.459107,0.898183715,0.107391274,
655,2018/6/28,6107.896154,6167.91,6383.05,6608.6,6921.1,7778.01,10.436154,0.17%,4343.427043,0.897198569,0.108825187,
656,2018/6/29,5908.7025,6161.17,6349.26,6532.99,6876.04,7724.24,-199.193654,-3.26%,4340.319834,0.896255891,0.103965364,
657,2018/6/30,6223.28,6108.82,6266.43,6447.65,6826.82,7668.39,314.5775,5.32%,4337.353878,0.895255566,0.105173419,
658,2018/7/1,6374.754167,6111.19,6217.29,6419.97,6788.03,7618.12,151.474167,2.43%,4334.470891,0.894231992,0.099710814,
659,2018/7/2,6466.069167,6142.42,6178.68,6394.92,6749.35,7570.67,91.315,1.43%,4331.643668,0.89319671,0.089924215,
660,2018/7/3,6626.44,6216.14,6192.03,6374.26,6710.05,7517.79,160.370833,2.48%,4328.916725,0.892139897,0.073607499,
661,2018/7/4,6593.289167,6319.85,6240.51,6389.79,6676.36,7465.67,-33.150833,-0.50%,4326.174333,0.891091753,0.053398858,
662,2018/7/5,6603.376667,6456.77,6282.79,6387.11,6646.13,7412.17,10.0875,0.15%,4323.443015,0.890045691,0.028491769,
663,2018/7/6,6555.51,6532.79,6321.99,6385.41,6612.38,7361.72,-47.866667,-0.72%,4320.687918,0.88901051,0.012036513,
664,2018/7/7,6594.281667,6568.94,6355.68,6387.71,6576.92,7310.46,38.771667,0.59%,4317.960969,0.887972964,0.001213334,
665,2018/7/8,6753.559167,6594.58,6405.36,6394.2,6540.85,7266.55,159.2775,2.42%,4315.339151,0.88691597,-0.008214529,
666,2018/7/9,6724.04,6620,6469.93,6409.59,6511.97,7223.75,-29.519167,-0.44%,4312.702553,0.885866775,-0.01658945,
667,2018/7/10,6510.791667,6646.15,6551.46,6408.94,6482.25,7180.64,-213.248333,-3.17%,4309.941094,0.884852652,-0.025284431,
668,2018/7/11,6377.363333,6627.64,6580.21,6398.75,6473.38,7148.01,-133.428334,-2.05%,4307.111988,0.883863178,-0.0238299,
669,2018/7/12,6403.18,6592.01,6580.47,6379.57,6456.77,7112.89,25.816667,0.40%,4304.301865,0.882872751,-0.020945457,
670,2018/7/13,6244.3575,6553.79,6574.18,6383.11,6440.9,7078.55,-158.8225,-2.48%,4301.417499,0.881912057,-0.017527054,
671,2018/7/14,6241,6451.95,6535.97,6388.24,6438.52,7038.42,-3.3575,-0.05%,4298.537242,0.880955008,-0.002085883,
