Date,USD (PM),value,ma5
4/26/19,1284.2,1255.35,1253.21
4/29/19,1279.5,1255.35,1254.72
4/30/19,1282.3,1255.35,1255.44
2005/1/19,1283.8,1262.05,1256.72
2005/2/19,1270.95,1254,1256.42
2005/3/19,1278.55,1251.4,1255.63
2005/7/19,1281.2,1245.9,1253.74
2005/8/19,1285.2,1241.7,1251.01
2005/9/19,1286.1,1241.7,1246.94
2005/10/19,1287.1,1241.7,1244.48
5/13/19,1295.6,1241.1,1242.42
5/14/19,1298.4,1232.8,1239.8
5/15/19,1299.1,1224.5,1236.36
5/16/19,1291.7,1217.55,1231.53
5/17/19,1280.8,1228.75,1228.94
5/20/19,1276.85,1228.75,1226.47
5/21/19,1271.15,1228.75,1225.66
5/22/19,1273.8,1224.95,1225.75
5/23/19,1283.65,1228.35,1227.91
5/24/19,1282.5,1231.5,1228.46
5/28/19,1278.3,1228.25,1228.36
5/29/19,1281.65,1223.95,1227.4
5/30/19,1280.95,1223.95,1227.2
5/31/19,1295.55,1223.95,1226.32
2006/3/19,1317.1,1223.8,1224.78
2006/4/19,1324.25,1220.95,1223.32
2006/5/19,1335.05,1219,1222.33
2006/6/19,1335.5,1215.45,1220.63
2006/7/19,1340.65,1216.3,1219.1
2006/10/19,1328.6,1216.3,1217.6
2006/11/19,1324.3,1216.3,1216.67
2006/12/19,1332.35,1209.65,1214.8
6/13/19,1335.9,1212.35,1214.18
6/14/19,1351.25,1209.55,1212.83
6/17/19,1341.3,1214.35,1212.44
6/18/19,1341.35,1214.4,1212.06
6/19/19,1344.05,1214.4,1213.01
6/20/19,1379.5,1214.4,1213.42
6/21/19,1397.15,1200.35,1211.58
6/24/19,1405.7,1197,1208.11
6/25/19,1431.4,1182,1201.63
6/26/19,1403.95,1180.4,1194.83
6/27/19,1402.5,1178.4,1187.63
6/28/19,1409,1178.4,1183.24
2007/1/19,1390.1,1178.4,1179.52
2007/2/19,1391.05,1184.35,1179.99
2007/3/19,1413.5,1190.95,1182.1
2007/4/19,1414.9,1196.65,1185.75
2007/5/19,1388.65,1192.35,1188.54
2007/8/19,1400.1,1197.7,1192.4
2007/9/19,1391.55,1197.7,1195.07
2007/10/19,1408.3,1197.7,1196.42
2007/11/19,1413.75,1197.7,1196.63
2007/12/19,1407.6,1212.25,1200.61
7/15/19,1412.4,1204.2,1201.91
7/16/19,1409.85,1197.3,1201.83
7/17/19,1410.35,1202.45,1202.78
7/18/19,1417.45,1202.45,1203.73
7/19/19,1439.7,1202.45,1201.77
7/22/19,1427.75,1200.05,1200.94
7/23/19,1425.55,1190.85,1199.65
7/24/19,1426.95,1196.7,1198.5
7/25/19,1416.1,1205.15,1199.04
7/26/19,1420.4,1198.9,1198.33
7/29/19,1419.05,1198.9,1198.1
7/30/19,1425.9,1198.9,1199.71
7/31/19,1427.55,1196.6,1199.69
2008/1/19,1406.8,1189.85,1196.63
2008/2/19,1441.75,1195.6,1195.97
2008/5/19,1465.25,1209.8,1198.15
2008/6/19,1465.25,1201.95,1198.76
2008/7/19,1506.05,1201.95,1199.83
2008/8/19,1495.75,1201.95,1202.25
2008/9/19,1497.7,1201.9,1203.51
2008/12/19,1504.7,1200.2,1201.59
8/13/19,1498.4,1203.3,1201.86
8/14/19,1513.25,1208.35,1203.14
8/15/19,1515.65,1198.7,1202.49
8/16/19,1515.25,1198.7,1201.85
8/19/19,1496.6,1198.7,1201.55
8/20/19,1504.55,1202.75,1201.44
8/21/19,1503.25,1201.9,1200.15
8/22/19,1502.05,1194.25,1199.26
8/23/19,1503.8,1185.4,1196.6
8/27/19,1532.95,1187.25,1194.31
8/28/19,1537.15,1187.25,1191.21
8/29/19,1540.2,1187.25,1188.28
8/30/19,1528.4,1189.35,1187.3
2009/2/19,1525.95,1204.7,1191.16
2009/3/19,1537.85,1201.2,1193.95
2009/4/19,1546.1,1203.45,1197.19
2009/5/19,1529.1,1203.8,1200.5
2009/6/19,1523.7,1203.8,1203.39
2009/9/19,1509.2,1203.8,1203.21
2009/10/19,1498.25,1186.95,1200.36
2009/11/19,1490.65,1185.55,1196.78
2009/12/19,1515.2,1188.6,1193.74
9/13/19,1503.1,1205.55,1194.09
9/16/19,1497.2,1219.75,1197.28
9/17/19,1502.1,1219.75,1203.84
9/18/19,1503.5,1219.75,1210.68
9/19/19,1500.7,1229.95,1218.95
9/20/19,1501.9,1230.7,1223.98
9/23/19,1522.1,1229.05,1225.84
9/24/19,1520.65,1223,1226.49
9/25/19,1528.75,1227.85,1228.11
9/26/19,1506.4,1227.85,1227.69
9/27/19,1489.9,1227.85,1227.12
9/30/19,1485.3,1222.3,1225.77
2010/1/19,1473.45,1235.95,1228.36
2010/2/19,1492.6,1230.55,1228.9
2010/3/19,1517.1,1230.8,1229.49
2010/4/19,1499.15,1233.85,1230.69
2010/7/19,1501.25,1233.85,1233
2010/8/19,1505.85,1233.85,1232.58
2010/9/19,1507.25,1230.8,1232.63
2010/10/19,1494.8,1225.4,1231.55
2010/11/19,1479.15,1214.95,1227.77
10/14/19,1490.6,1231.15,1227.23
10/15/19,1487.8,1232.1,1226.88
10/16/19,1485.1,1232.1,1227.14
10/17/19,1492.65,1232.1,1228.48
10/18/19,1490,1232.25,1231.94
10/21/19,1491.65,1231.6,1232.03
10/22/19,1485.35,1229.95,1231.6
10/23/19,1494.45,1224.15,1230.01
10/24/19,1496.55,1211.4,1225.87
10/25/19,1513.45,1211.4,1221.7
10/28/19,1492.4,1211.4,1217.66
10/29/19,1486.75,1205.55,1212.78
10/30/19,1492.1,1202.1,1208.37
10/31/19,1510.95,1203.25,1206.74
2011/1/19,1508.8,1211.85,1206.83
2011/4/19,1509.45,1222.4,1209.03
2011/5/19,1488.95,1222.4,1212.4
2011/6/19,1486.05,1222.4,1216.46
2011/7/19,1484.25,1221.6,1220.13
2011/8/19,1464.15,1223,1222.36
2011/11/19,1458.7,1226.1,1223.1
2011/12/19,1452.05,1227.05,1224.03
11/13/19,1462.9,1223.65,1224.28
11/14/19,1466.65,1223.65,1224.69
11/15/19,1466.9,1223.65,1224.82
11/18/19,1467.65,1223.4,1224.28
11/19/19,1468.45,1221.2,1223.11
11/20/19,1471.7,1213.25,1221.03
11/21/19,1467.05,1226.25,1221.55
11/22/19,1464.45,1217.55,1220.33
11/25/19,1458.4,1217.55,1219.16
11/26/19,1454.65,1217.55,1218.43
11/27/19,1454.35,1230.3,1221.84
11/28/19,1454.65,1240.3,1224.65
11/29/19,1460.15,1235.9,1228.32
2012/2/19,1461.15,1242.55,1233.32
2012/3/19,1477.3,1243.3,1238.47
2012/4/19,1475.1,1243.3,1241.07
2012/5/19,1475.95,1243.3,1241.67
2012/6/19,1459.65,1245.35,1243.56
2012/9/19,1461.7,1245.3,1244.11
2012/10/19,1464.95,1245.75,1244.6
2012/11/19,1466.8,1242.75,1244.49
2012/12/19,1467.8,1235.35,1242.9
12/13/19,1466.6,1235.35,1240.9
12/16/19,1477.9,1235.35,1238.91
12/17/19,1475.8,1241.65,1238.09
12/18/19,1474.05,1246.3,1238.8
12/19/19,1476.7,1255,1242.73
12/20/19,1479,1259.75,1247.61
12/23/19,1482.1,1258.15,1252.17
12/24/19,,1258.15,1255.47
12/27/19,1511.5,1258.15,1257.84
12/30/19,1514.75,1258.15,1258.47
12/31/19,,1258.15,1258.15
2001/2/20,1527.1,1258.15,1258.15
2001/3/20,1548.75,1268,1260.12
2001/6/20,1573.1,1279,1264.29
2001/7/20,1567.85,1279,1268.46
2001/8/20,1571.95,1279,1272.63
2001/9/20,1550.75,1279,1276.8
2001/10/20,1553.6,1279,1279
1/13/20,1549.9,1282.9,1279.78
1/14/20,1545.1,1290.45,1282.07
1/15/20,1549,1279.9,1282.25
1/16/20,1554.55,1279.9,1282.43
1/17/20,1557.6,1279.9,1282.61
1/20/20,1560.15,1292.2,1284.47
1/21/20,1551.3,1286.45,1283.67
1/22/20,1556.9,1288.6,1285.41
1/23/20,1562.9,1291.9,1287.81
1/24/20,1564.3,1288.95,1289.62
1/27/20,1580.1,1288.95,1288.97
1/28/20,1574,1288.95,1289.47
1/29/20,1573.45,1292.75,1290.3
1/30/20,1578.25,1294.4,1290.8
1/31/20,1584.2,1292.3,1291.47
2002/3/20,1574.75,1290.7,1291.82
2002/4/20,1558.35,1284.2,1290.87
2002/5/20,1553.3,1284.2,1289.16
2002/6/20,1563.3,1284.2,1287.12
2002/7/20,1572.65,1279.55,1284.57
2002/10/20,1573.2,1282.1,1282.85
2002/11/20,1570.5,1279.8,1281.97
2002/12/20,1563.7,1283.7,1281.87
2/13/20,1575.05,1293.9,1283.81
2/14/20,1581.4,1293.9,1286.68
2/17/20,1580.8,1293.9,1289.04
2/18/20,1589.85,1302.15,1293.51
2/19/20,1604.2,1307.55,1298.28
2/20/20,1619,1310.7,1301.64
2/21/20,1643.3,1323.25,1307.51
2/24/20,1671.65,1318.7,1312.47
2/25/20,1650.3,1318.7,1315.78
2/26/20,1634.9,1318.7,1318.01
2/27/20,1652,1312.15,1318.3
2/28/20,1609.85,1314.2,1316.49
2003/2/20,1599.65,1312.4,1315.23
2003/3/20,1615.5,1310,1313.49
2003/4/20,1641.85,1314.85,1312.72
2003/5/20,1659.6,1314.85,1313.26
2003/6/20,1683.65,1314.85,1313.39
2003/9/20,1672.5,1306.4,1312.19
2003/10/20,1655.7,1310,1312.19
2003/11/20,1653.75,1312.8,1311.78
2003/12/20,1570.7,1311.45,1311.1
3/13/20,1562.8,1316.55,1311.44
3/16/20,1487.7,1316.55,1313.47
3/17/20,1536.2,1316.55,1314.78
3/18/20,1498.2,1325.5,1317.32
3/19/20,1474.25,1334.15,1321.86
3/20/20,1494.4,1343.75,1327.3
3/23/20,1525.4,1331.25,1330.24
3/24/20,1605.75,1329.05,1332.74
3/25/20,1605.45,1329.05,1333.45
3/26/20,1634.8,1329.05,1332.43
3/27/20,1617.3,1331.05,1329.89
3/30/20,1618.3,1325.05,1328.65
3/31/20,1608.95,1322.85,1327.41
2004/1/20,1576.55,1319.15,1325.43
2004/2/20,1616.8,1311.95,1322.01
2004/3/20,1613.1,1311.95,1318.19
2004/6/20,1648.3,1311.95,1315.57
2004/7/20,1649.25,1285.4,1308.08
2004/8/20,1647.8,1283.8,1301.01
2004/9/20,1680.65,1285.85,1295.79
4/14/20,1741.9,1285.3,1290.46
4/15/20,1718.65,1296.75,1287.42
4/16/20,1729.5,1296.75,1289.69
4/17/20,1692.55,1296.75,1292.28
4/20/20,1686.2,1292.75,1293.66
4/21/20,1682.05,1297.05,1296.01
4/22/20,1710.55,1306.95,1298.05
4/23/20,1736.25,1295.55,1297.81
4/24/20,1715.9,1303.5,1299.16
4/27/20,1714.95,1303.5,1301.31
4/28/20,1691.55,1303.5,1302.6
4/29/20,1703.35,1305.6,1302.33
4/30/20,1702.75,1307.7,1304.76
2005/1/20,1686.25,1303.7,1304.8
2005/4/20,1709.1,1309.6,1306.02
2005/5/20,1699.55,1311.3,1307.58
2005/6/20,1691.5,1311.3,1308.72
2005/7/20,1704.05,1311.3,1309.44
2005/11/20,1702.75,1319.55,1312.61
2005/12/20,1702.4,1316.3,1313.95
5/13/20,1708.4,1309.7,1313.63
5/14/20,1731.6,1295.15,1310.4
5/15/20,1735.35,1295.4,1307.22
5/18/20,1734.7,1295.4,1302.39
5/19/20,1737.95,1295.4,1298.21
5/20/20,1748.3,1293.5,1294.97
5/21/20,1724.9,1290.3,1294
5/22/20,1733.55,1290.45,1293.01
5/26/20,1720.25,1283.15,1290.56
5/27/20,1694.6,1288.45,1289.17
5/28/20,1717.35,1288.45,1288.16
5/29/20,1728.7,1288.45,1287.79
2006/1/20,1730.6,1300,1289.7
2006/2/20,1742.15,1303,1293.67
2006/3/20,1705.35,1305.45,1297.07
2006/4/20,1700.05,1298.8,1299.14
2006/5/20,1683.45,1294.3,1300.31
2006/8/20,1690.35,1294.3,1299.17
2006/9/20,1713.5,1294.3,1297.43
2006/10/20,1722.05,1285.65,1293.47
2006/11/20,1738.25,1276.35,1288.98
2006/12/20,1733.5,1275.85,1285.29
6/15/20,1710.45,1275.7,1281.57
6/16/20,1719.85,1275.7,1277.85
6/17/20,1724.35,1275.7,1275.86
6/18/20,1719.5,1275.7,1275.73
6/19/20,1734.75,1275.7,1275.7
6/22/20,1761.85,1269.5,1274.46
6/23/20,1768.9,1271.65,1273.65
6/24/20,1766.05,1280.8,1274.67
6/25/20,1756.55,1284.2,1276.37
6/26/20,1747.6,1284.2,1278.07
6/29/20,1771.6,1284.2,1281.01
6/30/20,1768.1,1279.5,1282.58
2007/1/20,1771.05,1282.3,1282.88
2007/2/20,1777.45,1283.8,1282.8
2007/3/20,1772.9,1270.95,1280.15
2007/6/20,1787.9,1278.55,1279.02
2007/7/20,1789.55,1278.55,1278.83
2007/8/20,1811.1,1278.55,1278.08
2007/9/20,1812.1,1278.55,1277.03
2007/10/20,1803.1,1281.2,1279.08
7/13/20,1807.5,1285.2,1280.41
7/14/20,1801.9,1286.1,1281.92
7/15/20,1804.6,1287.1,1283.63
7/16/20,1807.7,1287.1,1285.34
7/17/20,1807.35,1287.1,1286.52
7/20/20,1815.65,1295.6,1288.6
7/21/20,1842.55,1298.4,1291.06
7/22/20,1852.4,1299.1,1293.46
7/23/20,1878.3,1291.7,1294.38
7/24/20,1902.1,1280.8,1293.12
7/27/20,1936.65,1280.8,1290.16
7/28/20,1940.9,1280.8,1286.64
7/29/20,1950.9,1276.85,1282.19
7/30/20,1957.65,1271.15,1278.08
7/31/20,1964.9,1273.8,1276.68
2008/3/20,1958.55,1283.65,1277.25
2008/4/20,1977.9,1282.5,1277.59
2008/5/20,2048.15,1282.5,1278.72
2008/6/20,2067.15,1282.5,1280.99
2008/7/20,2031.15,1282.5,1282.73
2008/10/20,2044.5,1278.3,1281.66
2008/11/20,1939.65,1281.65,1281.49
2008/12/20,1931.9,1280.95,1281.18
8/13/20,1944.25,1295.55,1283.79
8/14/20,1944.75,1295.55,1286.4
8/17/20,1972.85,1295.55,1289.85
8/18/20,2008.75,1317.1,1296.94
8/19/20,1981,1324.25,1305.6
8/20/20,1927.15,1335.05,1313.5
8/21/20,1924.35,1335.5,1321.49
8/24/20,1943.95,1340.65,1330.51
8/25/20,1911.15,1340.65,1335.22
8/26/20,1932.95,1340.65,1338.5
8/27/20,1923.85,1328.6,1337.21
8/28/20,1957.35,1324.3,1334.97
2009/1/20,1972.35,1332.35,1333.31
2009/2/20,1947.05,1335.9,1332.36
2009/3/20,1940.45,1351.25,1334.48
2009/4/20,1926.3,1351.25,1339.01
2009/7/20,1928.45,1351.25,1344.4
2009/8/20,1910.95,1341.3,1346.19
2009/9/20,1947.2,1341.35,1347.28
2009/10/20,1966.25,1344.05,1345.84
2009/11/20,1947.4,1379.5,1351.49
9/14/20,1958.7,1397.15,1360.67
9/15/20,1949.35,1397.15,1371.84
9/16/20,1961.8,1397.15,1383
9/17/20,1936.25,1405.7,1395.33
9/18/20,1950.85,1431.4,1405.71
9/21/20,1909.35,1403.95,1407.07
9/22/20,1906,1402.5,1408.14
9/23/20,1873.4,1409,1410.51
9/24/20,1861.75,1409,1411.17
9/25/20,1859.7,1409,1406.69
9/28/20,1864.3,1390.1,1403.92
9/29/20,1883.95,1391.05,1401.63
9/30/20,1886.9,1413.5,1402.53
2010/1/20,1902,1414.9,1403.71
2010/2/20,1903.05,1388.65,1399.64
2010/5/20,1909.6,1388.65,1399.35
2010/6/20,1913.4,1388.65,1398.87
2010/7/20,1884.5,1400.1,1396.19
2010/8/20,1887.45,1391.55,1391.52
2010/9/20,1923.25,1408.3,1395.45
2010/12/20,1925.5,1413.75,1400.47
10/13/20,1891.3,1407.6,1404.26
10/14/20,1910.05,1407.6,1405.76
10/15/20,1891.9,1407.6,1408.97
10/16/20,1905.05,1412.4,1409.79
10/19/20,1905.6,1409.85,1409.01
10/20/20,1898.4,1410.35,1409.56
10/21/20,1924.15,1417.45,1411.53
10/22/20,1900.95,1439.7,1417.95
10/23/20,1903.65,1439.7,1423.41
10/26/20,1898.45,1439.7,1429.38
10/27/20,1905.7,1427.75,1432.86
10/28/20,1869.95,1425.55,1434.48
10/29/20,1870.3,1426.95,1431.93
10/30/20,1881.85,1416.1,1427.21
2011/2/20,1889.9,1420.4,1423.35
2011/3/20,1908.3,1420.4,1421.88
2011/4/20,1900.15,1420.4,1420.85
2011/5/20,1938.45,1419.05,1419.27
2011/6/20,1940.8,1425.9,1421.23
2011/9/20,1867.3,1427.55,1422.66
2011/10/20,1878.7,1406.8,1419.94
2011/11/20,1860.95,1441.75,1424.21
2011/12/20,1874.85,1441.75,1428.75
11/13/20,1890.9,1441.75,1431.92
11/16/20,1885.6,1465.25,1439.46
11/17/20,1889.05,1465.25,1451.15
11/18/20,1876.1,1506.05,1464.01
11/19/20,1857.35,1495.75,1474.81
11/20/20,1875.7,1497.7,1486
11/23/20,1840.2,1497.7,1492.49
11/24/20,1799.6,1497.7,1498.98
11/25/20,1810.2,1504.7,1498.71
11/26/20,1807.4,1498.4,1499.24
11/27/20,1779.3,1513.25,1502.35
11/30/20,1762.55,1515.65,1505.94
2012/1/20,1810.75,1515.25,1509.45
2012/2/20,1822.6,1515.25,1511.56
2012/3/20,1832.35,1515.25,1514.93
2012/4/20,1843,1496.6,1511.6
2012/7/20,1859.95,1504.55,1509.38
2012/8/20,1868.15,1503.25,1506.98
2012/9/20,1841.75,1502.05,1504.34
2012/10/20,1844.35,1503.8,1502.05
2012/11/20,1842,1503.8,1503.49
12/14/20,1831.15,1503.8,1503.34
12/15/20,1850.65,1503.8,1503.45
12/16/20,1851.95,1532.95,1509.63
12/17/20,1890.75,1537.15,1516.3
12/18/20,1879.75,1540.2,1523.58
12/21/20,1880,1528.4,1528.5
12/22/20,1877.1,1528.4,1533.42
12/23/20,1875,1528.4,1532.51
12/24/20,,1525.95,1530.27
12/29/20,1874.3,1537.85,1529.8
12/30/20,1887.6,1546.1,1533.34
12/31/20,,1529.1,1533.48
2001/4/21,1943.2,1523.7,1532.54
2001/5/21,1940.35,1523.7,1532.09
2001/6/21,1931.95,1523.7,1529.26
2001/7/21,1920.1,1509.2,1521.88
2001/8/21,1862.9,1498.25,1515.71
2001/11/21,1847.25,1490.65,1509.1
2001/12/21,1841.25,1515.2,1507.4
1/13/21,1858.85,1503.1,1503.28
1/14/21,1841.75,1503.1,1502.06
1/15/21,1839,1503.1,1503.03
1/18/21,1833.05,1497.2,1504.34
1/19/21,1834.7,1502.1,1501.72
1/20/21,1856.6,1503.5,1501.8
1/21/21,1862.1,1500.7,1501.32
1/22/21,1852.7,1501.9,1501.08
1/25/21,1856.85,1501.9,1502.02
1/26/21,1856.6,1501.9,1501.98
1/27/21,1843,1522.1,1505.7
1/28/21,1853.7,1520.65,1509.69
1/29/21,1863.8,1528.75,1515.06
2002/1/21,1862.95,1506.4,1515.96
2002/2/21,1833.1,1489.9,1513.56
2002/3/21,1835.45,1489.9,1507.12
2002/4/21,1785.9,1489.9,1500.97
2002/5/21,1802.95,1485.3,1492.28
2002/8/21,1835.25,1473.45,1485.69
2002/9/21,1839.6,1492.6,1486.23
2002/10/21,1842.65,1517.1,1491.67
2002/11/21,1840.1,1499.15,1493.52
2002/12/21,1816.35,1499.15,1496.29
2/15/21,1817.3,1499.15,1501.43
2/16/21,1794.25,1501.25,1503.16
2/17/21,1780.7,1505.85,1500.91
2/18/21,1773.15,1507.25,1502.53
2/19/21,1786.2,1494.8,1501.66
2/22/21,1807.45,1479.15,1497.66
2/23/21,1799.65,1479.15,1493.24
2/24/21,1788,1479.15,1487.9
2/25/21,1779.65,1490.6,1484.57
2/26/21,1742.85,1487.8,1483.17
2003/1/21,1734.15,1485.1,1484.36
2003/2/21,1723.85,1492.65,1487.06
2003/3/21,1711.4,1490,1489.23
2003/4/21,1712.1,1490,1489.11
2003/5/21,1696.25,1490,1489.55
2003/8/21,1687.05,1491.65,1490.86
2003/9/21,1716.9,1485.35,1489.4
2003/10/21,1716.2,1494.45,1490.29
2003/11/21,1724.25,1496.55,1491.6
2003/12/21,1704.8,1513.45,1496.29
3/15/21,1723.65,1513.45,1500.65
3/16/21,1735,1513.45,1506.27
3/17/21,1729.65,1492.4,1505.86
3/18/21,1725.9,1486.75,1503.9
3/19/21,1735.2,1492.1,1499.63
3/22/21,1736.15,1510.95,1499.13
3/23/21,1726.2,1508.8,1498.2
3/24/21,1730.5,1508.8,1501.48
3/25/21,1737.3,1508.8,1505.89
3/26/21,1731.8,1509.45,1509.36
3/29/21,1705.95,1488.95,1504.96
3/30/21,1683.95,1486.05,1500.41
3/31/21,1691.05,1484.25,1495.5
2004/1/21,1726.05,1464.15,1486.57
2004/6/21,1744.65,1464.15,1477.51
2004/7/21,1738.05,1464.15,1472.55
2004/8/21,1755.5,1458.7,1467.08
2004/9/21,1741.2,1452.05,1460.64
2004/12/21,1732.85,1462.9,1460.39
4/13/21,1747.95,1466.65,1460.89
4/14/21,1735.55,1466.9,1461.44
4/15/21,1757.2,1466.9,1463.08
4/16/21,1774.45,1466.9,1466.05
4/19/21,1774.5,1467.65,1467
4/20/21,1777.85,1468.45,1467.36
4/21/21,1798.2,1471.7,1468.32
4/22/21,1787.75,1467.05,1468.35
4/23/21,1781.8,1464.45,1467.86
4/26/21,1773.35,1464.45,1467.22
4/27/21,1784.15,1464.45,1466.42
4/28/21,1772.2,1458.4,1463.76
4/29/21,1762.65,1454.65,1461.28
4/30/21,1767.65,1454.35,1459.26
2005/4/21,1797.75,1454.65,1457.3
2005/5/21,1782.25,1460.15,1456.44
2005/6/21,1813.15,1460.15,1456.79
2005/7/21,1836.55,1460.15,1457.89
2005/10/21,1840.45,1461.15,1459.25
2005/11/21,1829.1,1477.3,1463.78
2005/12/21,1830.7,1475.1,1466.77
5/13/21,1821.8,1475.95,1469.93
5/14/21,1838.1,1459.65,1469.83
5/17/21,1853.7,1459.65,1469.53
5/18/21,1866.75,1459.65,1466
5/19/21,1888.45,1461.7,1463.32
5/20/21,1878.3,1464.95,1461.12
5/21/21,1875.9,1466.8,1462.55
5/24/21,1880.15,1467.8,1464.18
5/25/21,1887,1466.6,1465.57
5/26/21,1899.75,1466.6,1466.55
5/27/21,1891.45,1466.6,1466.88
5/28/21,1899.95,1477.9,1469.1
2006/1/21,1899.35,1475.8,1470.7
2006/2/21,1902.75,1474.05,1472.19
2006/3/21,1866.55,1476.7,1474.21
2006/4/21,1890.6,1479,1476.69
2006/7/21,1888.4,1479,1476.91
2006/8/21,1893.15,1479,1477.55
2006/9/21,1894.6,1482.1,1479.16
2006/10/21,1888.65,1482.1,1480.24
2006/11/21,1881.05,1482.1,1480.86
6/14/21,1865.6,1482.1,1481.48
6/15/21,1865.1,1511.5,1487.98
6/16/21,1860.75,1511.5,1493.86
6/17/21,1778.7,1511.5,1499.74
6/18/21,1773.1,1514.75,1506.27
6/21/21,1775.05,1514.75,1512.8
6/22/21,1775.05,1514.75,1513.45
6/23/21,1791.6,1527.1,1516.57
6/24/21,1784.85,1548.75,1524.02
6/25/21,1786.65,1548.75,1530.82
6/28/21,1780.3,1548.75,1537.62
6/29/21,1755.45,1573.1,1549.29
6/30/21,1763.15,1567.85,1557.44
2007/1/21,1781.5,1571.95,1562.08
2007/2/21,1786.15,1550.75,1562.48
2007/5/21,1791.35,1553.6,1563.45
2007/6/21,1809.85,1553.6,1559.55
2007/7/21,1804.65,1553.6,1556.7
2007/8/21,1807.7,1549.9,1552.29
2007/9/21,1806,1545.1,1551.16
2007/12/21,1792.4,1549,1550.24
7/13/21,1813.85,1554.55,1550.43
7/14/21,1823.2,1557.6,1551.23
7/15/21,1823.75,1557.6,1552.77
7/16/21,1824.3,1557.6,1555.27
7/19/21,1814.9,1560.15,1557.5
7/20/21,1823.05,1551.3,1556.85
7/21/21,1802.15,1556.9,1556.71
7/22/21,1799.45,1562.9,1557.77
7/23/21,1799.6,1564.3,1559.11
7/26/21,1800.2,1564.3,1559.94
7/27/21,1800.35,1564.3,1562.54
7/28/21,1796.6,1580.1,1567.18
7/29/21,1829.3,1574,1569.4
7/30/21,1825.75,1573.45,1571.23
2008/2/21,1811.45,1578.25,1574.02
2008/3/21,1812.65,1584.2,1578
2008/4/21,1829.1,1584.2,1578.82
2008/5/21,1800.75,1584.2,1580.86
2008/6/21,1762.9,1574.75,1581.12
2008/9/21,1738.85,1558.35,1577.14
2008/10/21,1723.35,1553.3,1570.96
2008/11/21,1743.6,1563.3,1566.78
2008/12/21,1747.4,1572.65,1564.47
8/13/21,1773.85,1572.65,1564.05
8/16/21,1786.35,1572.65,1566.91
8/17/21,1789.45,1573.2,1570.89
8/18/21,1783.45,1570.5,1572.33
8/19/21,1782.05,1563.7,1570.54
8/20/21,1779.05,1575.05,1571.02
8/23/21,1802,1581.4,1572.77
8/24/21,1808.45,1581.4,1574.41
8/25/21,1788.7,1581.4,1576.59
8/26/21,1786.6,1580.8,1580.01
8/27/21,1798.5,1589.85,1582.97
8/31/21,1814.85,1604.2,1587.53
2009/1/21,1811.8,1619,1595.05
2009/2/21,1812.55,1643.3,1607.43
2009/3/21,1823.7,1643.3,1619.93
2009/6/21,1821.6,1643.3,1630.62
2009/7/21,1802.15,1671.65,1644.11
2009/8/21,1786,1650.3,1650.37
2009/9/21,1788.25,1634.9,1648.69
2009/10/21,1794.6,1652,1650.43
,,1609.85,1643.74
,,1609.85,1631.38
,,1609.85,1623.29
,,1599.65,1616.24
,,1615.5,1608.94
,,1641.85,1615.34
,,1659.6,1625.29
,,1683.65,1640.05
,,1683.65,1656.85
,,1683.65,1670.48
,,1672.5,1676.61
,,1655.7,1675.83
,,1653.75,1669.85
,,1570.7,1647.26
,,1562.8,1623.09
,,1562.8,1601.15
,,1562.8,1582.57
,,1487.7,1549.36
,,1536.2,1542.46
,,1498.2,1529.54
,,1474.25,1511.83
,,1494.4,1498.15
,,1494.4,1499.49
,,1494.4,1491.13
,,1525.4,1496.57
,,1605.75,1522.87
,,1605.45,1545.08
,,1634.8,1573.16
,,1617.3,1597.74
,,1617.3,1616.12
,,1617.3,1618.43
,,1618.3,1621
,,1608.95,1615.83
,,1576.55,1607.68
,,1616.8,1607.58
,,1613.1,1606.74
,,1613.1,1605.7
,,1613.1,1606.53
,,1648.3,1620.88
,,1649.25,1627.37
,,1647.8,1634.31
,,1680.65,1647.82
,,1680.65,1661.33
,,1680.65,1667.8
,,1680.65,1674.08
,,1680.65,1680.65
,,1741.9,1692.9
,,1718.65,1700.5
,,1729.5,1710.27
,,1692.55,1712.65
,,1692.55,1715.03
,,1692.55,1705.16
,,1686.2,1698.67
,,1682.05,1689.18
,,1710.55,1692.78
,,1736.25,1701.52
,,1715.9,1706.19
,,1715.9,1712.13
,,1715.9,1718.9
,,1714.95,1719.78
,,1691.55,1710.84
,,1703.35,1708.33
,,1702.75,1705.7
,,1686.25,1699.77
,,1686.25,1694.03
,,1686.25,1692.97
,,1709.1,1694.12
,,1699.55,1693.48
,,1691.5,1694.53
,,1704.05,1698.09
,,1704.05,1701.65
,,1704.05,1700.64
,,1704.05,1701.54
,,1702.75,1703.79
,,1702.4,1703.46
,,1708.4,1704.33
,,1731.6,1709.84
,,1735.35,1716.1
,,1735.35,1722.62
,,1735.35,1729.21
,,1734.7,1734.47
,,1737.95,1735.74
,,1748.3,1738.33
,,1724.9,1736.24
,,1733.55,1735.88
,,1733.55,1735.65
,,1733.55,1734.77
,,1733.55,1731.82
,,1720.25,1730.89
,,1694.6,1723.1
,,1717.35,1719.86
,,1728.7,1718.89
,,1728.7,1717.92
,,1728.7,1719.61
,,1730.6,1726.81
,,1742.15,1731.77
,,1705.35,1727.1
,,1700.05,1721.37
,,1683.45,1712.32
,,1683.45,1702.89
,,1683.45,1691.15
,,1690.35,1688.15
,,1713.5,1690.84
