,index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
413,413,2017/10/29,6155.43402,5876.942384,5911.046618,5665.042478,5235.784527,4663.797235,378.73707,0.0656,323.91%,65.53%,1212.458764,0.361385796,0.122456884,494.28%,0.02,3.94,0.5644521280859718
414,414,2017/10/30,6136.49,5970.315877,5926.749634,5732.752978,5301.525194,4689.696735,-18.94402,-0.0031,323.92%,65.26%,1221.524882,0.361300963,0.126150619,496.38%,0.03,3.96,0.49461549259890303
415,415,2017/10/31,6388.645167,6069.417227,5966.97015,5811.210948,5369.122601,4714.311821,252.155167,0.0411,323.57%,64.96%,1233.169579,0.361823698,0.130429994,498.12%,0.04,3.98,0.5852643666271782
416,416,2017/11/1,6665.306683,6224.514564,6035.182364,5903.367782,5445.070032,4749.060474,276.661516,0.0433,334.69%,64.75%,1248.42466,0.363262892,0.143146833,516.90%,0.06,4.17,0.6603777189260841
417,417,2017/11/2,6751.98,6419.571174,6122.772377,5962.776453,5523.667032,4785.167308,86.673317,0.013,344.57%,64.62%,1264.294952,0.364820112,0.162193727,533.25%,0.07,4.33,0.6783592704408888
418,418,2017/11/3,7197.72006,6628.028382,6252.485383,6035.69052,5622.751867,4832.72767,445.74006,0.066,368.64%,64.69%,1285.875381,0.367718105,0.17878728,569.86%,0.08,4.7,0.8221832225084058
419,419,2017/11/4,7437.543317,6888.239045,6429.277461,6116.268186,5726.041578,4881.874723,239.823257,0.0333,353.34%,64.60%,1310.327861,0.371249099,0.202966998,546.96%,0.08,4.47,0.8026460696470952
420,420,2017/11/5,7365.99,7083.708012,6576.56262,6199.007392,5827.621911,4931.557556,-71.553317,-0.0096,346.13%,64.53%,1333.253301,0.374389139,0.215540081,536.38%,0.07,4.36,0.7365060263870242
421,421,2017/11/6,6989.071667,7148.461009,6686.487786,6268.275329,5914.717911,4970.464443,-376.918333,-0.0512,296.46%,64.11%,1349.614544,0.375870751,0.208588662,462.41%,0.05,3.62,0.5832909937918238
422,422,2017/11/7,7092.127233,7216.490455,6818.030815,6343.14869,5997.712789,5016.820727,103.055566,0.0147,289.47%,63.81%,1367.433031,0.377735794,0.203207074,453.66%,0.03,3.54,0.6229379224236554
423,423,2017/11/8,7128.64,7202.674443,6915.351413,6413.199015,6081.812123,5063.760393,36.512767,0.0051,289.76%,63.59%,1385.330964,0.379604922,0.184297426,455.66%,0.02,3.56,0.5592754368189201
424,424,2017/11/9,7158.03706,7146.773192,7017.506119,6472.127876,6161.004025,5110.895094,29.39706,0.0041,303.97%,63.44%,1402.84722,0.38132825,0.160001383,479.13%,-0.01,3.79,0.47115543196858856
425,425,2017/11/10,6719.39785,7017.454762,7050.581387,6508.775769,6224.334427,5152.083558,-438.63921,-0.0613,278.28%,63.11%,1413.584077,0.38141286,0.127422513,440.97%,-0.03,3.41,0.26281077392663454
426,426,2017/11/11,6569.22,6933.484429,7040.972719,6538.077541,6282.569427,5191.594058,-150.17785,-0.0223,269.06%,62.73%,1422.051149,0.380975426,0.103606496,428.92%,-0.04,3.29,0.251550273605728
427,427,2017/11/12,5716.301583,6658.319299,6937.404877,6530.088627,6287.652595,5220.844564,-852.918417,-0.1298,228.71%,62.33%,1422.121779,0.378787426,0.058951524,366.90%,-0.05,2.67,-0.03027855862014417
428,428,2017/11/13,6550.227533,6542.636805,6872.655624,6562.570504,6314.678888,5274.687856,833.92595,0.1459,262.39%,61.80%,1429.149754,0.377983232,0.036099685,424.58%,-0.02,3.25,0.4149918252512885
429,429,2017/11/14,6493.63,6409.755393,6778.264293,6603.770877,6336.933555,5329.307856,-56.597533,-0.0086,264.00%,61.31%,1435.595796,0.377105857,0.011491653,430.56%,0.0,3.31,0.19934109393560076
430,430,2017/11/15,7301.42992,6526.161807,6771.808285,6674.185452,6389.941023,5388.271254,807.79992,0.1244,272.23%,60.79%,1450.815889,0.378076503,0.021318003,447.79%,0.04,3.48,0.4932118807625785
431,431,2017/11/16,7815.0307,6775.323947,6854.404188,6770.445987,6463.651615,5456.087419,513.60078,0.0703,280.68%,60.55%,1473.700686,0.380830687,0.048219234,463.53%,0.05,3.64,0.49057218340861486
432,432,2017/11/17,7868.77,7205.817631,6932.068465,6875.04964,6539.455282,5525.924752,53.7393,0.0069,291.71%,60.40%,1496.957534,0.383655017,0.101898755,482.94%,0.07,3.83,0.5408278955981052
433,433,2017/11/18,7817.140383,7459.200201,7000.918503,6958.134958,6609.105511,5590.48687,-51.629617,-0.0066,273.91%,60.15%,1518.139756,0.385909945,0.128624772,455.34%,0.05,3.55,0.5098273113950431
434,434,2017/11/19,8007.654067,7762.005014,7085.880204,7051.693161,6676.711985,5657.655077,190.513684,0.0244,250.03%,59.94%,1541.620906,0.388649193,0.162549026,417.14%,0.06,3.17,0.6076551514814215
435,435,2017/11/20,8049.72,7911.66303,7218.912419,7134.746903,6745.487985,5726.909077,42.065933,0.0053,256.76%,59.87%,1565.923938,0.391633015,0.172882236,428.90%,0.05,3.29,0.5848066866532049
436,436,2017/11/21,8059.8,7960.61689,7367.970419,7204.471569,6814.7085,5800.614034,10.08,0.0013,237.62%,59.78%,1589.167088,0.394284305,0.168152224,397.48%,0.06,2.97,0.5726661571194955
437,437,2017/11/22,8268.035,8040.46989,7623.14376,7280.274319,6894.440338,5875.474836,208.235,0.0258,273.78%,59.78%,1615.142278,0.39752442,0.166225175,458.02%,0.05,3.58,0.6196102581813042
438,438,2017/11/23,8236.72,8124.385813,7791.793007,7332.224316,6972.311338,5949.793169,-31.315,-0.0038,261.29%,59.68%,1638.563252,0.400011801,0.165235661,437.84%,0.04,3.38,0.54457088021369
439,439,2017/11/24,8250.978333,8173.050667,7967.52784,7372.896066,7058.356531,6021.600225,14.258333,0.0017,276.24%,59.64%,1661.607293,0.402396654,0.157925451,463.22%,0.04,3.63,0.5547736738619078
440,440,2017/11/25,8707.407267,8304.58812,8108.125575,7439.96693,7152.165493,6101.551889,456.428934,0.0553,282.59%,59.55%,1689.593582,0.405638584,0.161129189,474.54%,0.05,3.75,0.6627372636704337
441,441,2017/11/26,8768.8,8446.38812,8203.502505,7528.953346,7248.131493,6183.015223,61.392733,0.0071,282.91%,59.49%,1717.790377,0.408886665,0.165319383,475.54%,0.06,3.76,0.6221055659577567
442,442,2017/11/27,9718.29505,8736.44013,8388.45501,7660.261737,7379.518096,6274.953656,949.49505,0.1083,325.13%,59.64%,1759.861304,0.414848254,0.183876781,545.14%,0.08,4.45,0.875839609597785
443,443,2017/11/28,9952.50882,9079.597894,8601.991854,7801.455178,7506.087256,6370.935892,234.21377,0.0241,314.82%,59.66%,1803.975735,0.421043275,0.209631274,527.69%,0.09,4.28,0.809584758296147
444,444,2017/11/29,9919.0,9413.202227,8793.126447,7939.503325,7632.170923,6466.848059,-33.50882,-0.0034,311.59%,59.74%,1846.175481,0.426754502,0.233358414,521.62%,0.09,4.22,0.8065300844466955
445,445,2017/11/30,10147.372,9701.195174,9002.891647,8110.902033,7757.461818,6563.292209,228.372,0.023,301.75%,59.77%,1890.36356,0.432693172,0.250563058,504.89%,0.1,4.05,0.8823840473393966
446,446,2017/12/1,10883.912,10124.21757,9285.302847,8326.636633,7898.081995,6671.576013,736.54,0.0726,332.56%,60.02%,1946.043281,0.440778996,0.281857745,554.07%,0.1,4.54,1.0327746217844167
447,447,2017/12/2,10879.88,10356.53456,9546.487347,8584.815554,8035.678661,6779.672847,-4.032,-0.0004,330.11%,60.25%,1998.984259,0.448080438,0.288818904,547.92%,0.1,4.48,0.9376712329941448
448,448,2017/12/3,11332.622,10632.5572,9856.077547,8823.935277,8173.508726,6898.130297,452.742,0.0416,293.04%,60.29%,2057.624856,0.456250951,0.300855918,486.08%,0.09,3.86,0.9609437757321531
449,449,2017/12/4,11584.83,10965.7232,10189.46271,9078.495277,8311.751616,7018.896597,252.208,0.0223,334.72%,60.55%,2119.773743,0.465073989,0.319303524,552.79%,0.1,4.53,1.0231293261836016
450,450,2017/12/5,11591.22,11254.4928,10477.84399,9292.984781,8452.592616,7140.107263,6.39,0.0006,332.02%,60.80%,2178.189573,0.472774899,0.331484115,546.09%,0.13,4.46,1.068418576843331
451,451,2017/12/6,13540.98,11785.9064,10955.06199,9579.282246,8670.98956,7292.853735,1949.76,0.1682,378.90%,61.46%,2271.872145,0.486770649,0.359234297,616.50%,0.18,5.17,1.4922036388142
452,452,2017/12/7,16501.97167,12910.32473,11633.42965,10010.94233,8984.651041,7491.181915,2960.99167,0.2187,479.96%,63.62%,2431.216453,0.51261391,0.436931126,754.39%,0.2,6.54,1.811769541411035
453,453,2017/12/8,16860.88,14015.97633,12324.26677,10463.12931,9309.059041,7695.435582,358.90833,0.0217,481.68%,65.72%,2587.710089,0.536845191,0.505627612,732.90%,0.2,6.33,1.6349700432878196
454,454,2017/12/9,15142.83415,14727.57716,12846.65018,10819.88831,9575.218944,7868.111484,-1718.04585,-0.1019,469.78%,67.52%,2694.434331,0.551249845,0.538092993,695.71%,0.17,5.96,1.4327301924883327
455,455,2017/12/10,14869.805,15383.29416,13318.89348,11160.89256,9846.899183,8035.616805,-273.02915,-0.018,441.08%,68.81%,2788.98501,0.562824779,0.562247554,641.02%,0.17,5.41,1.559288125953669
456,456,2017/12/11,15068.95,15688.88816,13737.39728,11511.35006,10130.22352,8206.396472,199.145,0.0134,456.87%,70.29%,2883.054125,0.573924289,0.548720829,649.94%,0.16,5.5,1.5665378703875135
457,457,2017/12/12,17276.39333,15843.7725,14377.04862,11961.76798,10515.55991,8401.606251,2207.44333,0.1465,607.33%,74.76%,3017.503859,0.591214811,0.506697944,812.42%,0.16,7.12,1.7792069684408447
458,458,2017/12/13,16808.36667,15833.26983,14924.62308,12390.35031,10857.49788,8586.088383,-468.02666,-0.0271,581.89%,78.22%,3133.172798,0.604477566,0.4582798,743.87%,0.1,6.44,1.2945157895885133
459,459,2017/12/14,16252.31,16055.165,15391.37108,12790.4169,11182.78721,8759.860383,-556.05667,-0.0331,555.88%,80.98%,3232.19286,0.61454993,0.435703344,686.47%,0.08,5.86,1.1750303836887115
460,460,2017/12/15,17771.9,16635.584,16009.43908,13243.64153,11531.80288,8960.871952,1519.59,0.0935,608.78%,84.68%,3355.915199,0.627984708,0.442583104,718.91%,0.07,6.19,1.3645328937318704
461,461,2017/12/16,19498.68333,17521.53067,16605.20942,13780.1357,11921.25797,9192.454792,1726.78333,0.0972,645.02%,88.98%,3509.393663,0.645367906,0.469771958,724.90%,0.05,6.25,1.3783701463268927
462,462,2017/12/17,19279.9,17922.232,16883.00225,14258.21595,12301.62897,9420.542125,-218.78333,-0.0112,641.53%,92.95%,3649.930882,0.660038259,0.456899086,690.20%,0.04,5.9,1.163595672619742
463,463,2017/12/18,18961.85667,18352.93,17093.09992,14708.68334,12673.11951,9641.112512,-318.04333,-0.0165,609.90%,96.05%,3776.662845,0.671971214,0.448177774,635.00%,0.04,5.35,1.1096857738368582
464,464,2017/12/19,17737.11167,18649.89033,17352.52767,15099.58892,12997.43477,9837.073375,-1224.745,-0.0646,550.36%,97.93%,3875.480144,0.679490053,0.43489009,561.96%,0.03,4.62,0.957326457164136
465,465,2017/12/20,17382.94,18572.09833,17603.84117,15461.36732,13308.5421,10027.01504,-354.17167,-0.02,540.61%,99.65%,3964.529277,0.685373122,0.395502092,542.52%,0.02,4.43,0.9241230097602039
466,466,2017/12/21,16047.51,17881.86367,17701.69717,15719.54722,13574.7991,10194.7538,-1335.43,-0.0768,519.79%,101.01%,4030.123095,0.687951289,0.317283854,514.58%,0.02,4.15,0.6980717087716846
467,467,2017/12/22,15190.945,17064.07267,17493.15233,15935.10047,13805.56277,10350.00155,-856.565,-0.0534,504.65%,102.07%,4081.57148,0.688550348,0.236028763,494.41%,0.0,3.94,0.5444761755093042
468,468,2017/12/23,13776.61,16027.02333,17189.97667,16057.29987,13990.22577,10481.26855,-1414.335,-0.0931,450.62%,102.43%,4114.761221,0.686937482,0.145587184,439.95%,-0.01,3.4,0.2872773197158732
469,469,2017/12/24,13949.175,15269.436,16959.66317,16175.51712,14180.16565,10619.26109,172.565,0.0125,454.00%,102.78%,4148.49798,0.685333741,0.076816475,441.72%,0.0,3.42,0.3437176166069847
470,470,2017/12/25,14119.02833,14616.65367,16594.376,16301.90754,14360.55302,10756.35926,169.85333,0.0122,446.12%,102.99%,4182.858274,0.683770007,0.01783362,433.16%,0.0,3.33,0.2403935912912693
471,471,2017/12/26,13740.94,14155.33967,16018.60167,16311.90554,14526.29102,10887.21126,-378.08833,-0.0268,437.11%,103.17%,4212.443758,0.681737733,-0.02553655,423.67%,0.01,3.24,0.12819288438985896
472,472,2017/12/27,15589.32167,14235.015,15649.54383,16266.27304,14721.99191,11050.755,1848.38167,0.1345,529.20%,104.23%,4261.023768,0.681657518,-0.033078194,507.72%,0.02,4.08,0.4123975806001951
473,473,2017/12/28,14380.58167,14355.80933,15191.41633,16142.25812,14869.59434,11187.8408,-1208.74,-0.0775,474.95%,104.52%,4294.004731,0.67978214,-0.034552725,454.42%,0.0,3.54,0.03912348809567158
474,474,2017/12/29,14214.01,14408.77633,14839.10617,16095.81692,15012.76134,11322.46613,-166.57167,-0.0116,487.05%,104.87%,4324.167505,0.677615377,-0.04023144,464.43%,-0.03,3.64,0.06879470985756887
475,475,2017/12/30,13215.574,14228.08547,14422.36957,16013.10537,15115.03474,11436.24828,-998.436,-0.0702,415.99%,104.56%,4343.530972,0.674347675,-0.058679936,397.85%,-0.04,2.98,-0.10287532550928845
476,476,2017/12/31,14165.575,14313.01247,14234.17607,15967.93662,15224.42351,11561.25275,950.001,0.0719,444.89%,104.32%,4371.342979,0.671976946,-0.059865061,426.46%,-0.05,3.26,0.09226546991229737
477,477,2018/1/1,13796.0,13954.34813,14094.68157,15793.91695,15321.62751,11678.65308,-369.575,-0.0261,430.84%,104.24%,4394.794936,0.669218467,-0.089238521,413.33%,-0.07,3.13,-0.14229533616768783
478,478,2018/1/2,15005.85667,14079.40313,14217.60623,15703.79145,15444.06866,11808.78869,1209.85667,0.0877,474.94%,104.47%,4428.992155,0.667458935,-0.088361788,454.63%,-0.07,3.55,0.04436513418077545
479,479,2018/1/3,15053.26167,14247.25347,14328.0149,15643.83903,15559.68305,11935.71733,47.405,0.0032,504.26%,105.17%,4462.419289,0.665600592,-0.084348092,479.48%,-0.08,3.79,-0.0743732888327429
480,480,2018/1/4,15039.24,14611.98667,14420.03607,15507.20603,15674.61705,12063.60483,-14.02167,-0.0009,500.88%,105.69%,4493.787309,0.663419276,-0.067793068,473.92%,-0.09,3.74,-0.07561075234955865
481,481,2018/1/5,17174.12,15213.69567,14763.35407,15390.97787,15795.72172,12233.35564,2134.88,0.142,577.15%,107.09%,4548.010719,0.663484755,-0.036847069,538.95%,-0.08,4.39,0.23527886164388687
482,482,2018/1/6,17319.198,15918.33527,14936.3417,15292.94277,15822.96259,12403.80682,145.078,0.0084,631.95%,109.27%,4602.140346,0.663476148,0.006027485,578.34%,-0.08,4.78,0.14018715163869624
483,483,2018/1/7,17155.95,16348.35393,15213.87853,15202.64743,15832.79826,12570.92865,-163.248,-0.0094,637.23%,111.57%,4651.304364,0.662756638,0.032562511,571.15%,-0.08,4.71,0.15490554251831526
484,484,2018/1/8,15265.90667,16390.88293,15319.0682,15079.08718,15836.90068,12706.05981,-1890.04333,-0.1102,539.88%,112.46%,4678.010025,0.659840874,0.034980472,480.06%,-0.06,3.8,0.0034766590738392056
485,485,2018/1/9,14714.25333,16325.8856,15468.93613,14945.65285,15831.71562,12839.3074,-551.65334,-0.0361,524.87%,113.10%,4698.7321,0.656456854,0.031213925,464.07%,-0.04,3.64,0.13253190869292292
486,486,2018/1/10,14437.42,15778.5456,15496.12063,14865.14835,15810.66462,12970.44407,-276.83333,-0.0188,517.38%,113.63%,4715.820573,0.652756481,-0.002031478,455.33%,0.0,3.55,0.17649229358630222
487,487,2018/1/11,13296.794,14974.0648,15446.20003,14770.4408,15678.01131,13096.78561,-1140.626,-0.079,545.79%,114.40%,4723.04171,0.64832289,-0.044900243,477.11%,0.02,3.77,0.07314376041417042
488,488,2018/1/12,13912.882,14325.4512,15336.90257,14777.2544,15581.49516,13219.49652,616.088,0.0463,620.42%,115.76%,4732.297802,0.643805748,-0.08061126,535.95%,0.04,4.36,0.2652533663301616
489,489,2018/1/13,13791.19,14030.50787,15210.6954,14769.35515,15499.45782,13341.12252,-121.692,-0.0087,621.69%,116.75%,4738.910792,0.639009084,-0.09477428,532.49%,0.06,4.32,0.20166643614796903
490,490,2018/1/14,13852.92,13858.2412,15092.0634,14756.04973,15368.82516,13450.31402,61.73,0.0045,497.08%,116.29%,4744.934321,0.634179257,-0.098288837,427.45%,0.05,3.27,0.13349367698897224
491,491,2018/1/15,14012.196,13773.1964,14775.871,14769.61253,15185.94225,13553.60011,159.276,0.0115,518.70%,116.42%,4753.800297,0.629925667,-0.093029844,445.55%,0.04,3.46,0.14318981632149402
492,492,2018/1/16,13554.14,13824.6656,14399.3652,14667.85345,14995.08358,13648.35627,-458.056,-0.0327,498.36%,116.30%,4758.149872,0.625333684,-0.078053448,428.51%,0.02,3.29,0.055753782365117056
493,493,2018/1/17,11116.94667,13265.47853,13795.46487,14504.6717,14733.58658,13703.35305,-2437.19333,-0.1798,314.47%,115.52%,4748.454436,0.620074117,-0.09964363,272.21%,0.0,1.72,-0.3190225007183966
494,494,2018/1/18,11345.42333,12776.3252,13403.41653,14361.24237,14520.5303,13758.98253,228.47666,0.0206,304.10%,115.06%,4741.716353,0.615348192,-0.120119931,264.30%,0.01,1.64,-0.05448592315785389
495,495,2018/1/19,11174.82,12240.7052,13049.4732,14259.20467,14313.59297,13811.06753,-170.60333,-0.015,295.50%,114.68%,4734.519492,0.610750268,-0.144819527,257.67%,0.01,1.58,-0.1491726579122386
496,496,2018/1/20,12950.79333,12028.42467,12900.81053,14198.46558,14210.36908,13892.58409,1775.97333,0.1589,370.63%,114.30%,4735.797858,0.606538197,-0.153545935,324.25%,0.01,2.24,0.12045641879830521
497,497,2018/1/21,11505.228,11618.64227,12721.65393,14083.92698,14087.51184,13946.53731,-1445.56533,-0.1116,349.25%,113.90%,4728.607635,0.601889271,-0.175252352,306.62%,-0.02,2.07,-0.3674090041023494
498,498,2018/1/22,11513.42,11697.93693,12481.70773,13909.30515,14012.07218,14001.14897,8.192,0.0007,348.99%,113.29%,4719.773332,0.597006198,-0.165152964,308.04%,-0.05,2.08,-0.251286390510319
499,499,2018/1/23,11223.064,11673.46507,12224.89513,13717.79527,13921.20181,14050.68373,-290.356,-0.0252,323.89%,112.68%,4709.261253,0.592093697,-0.161461401,287.44%,-0.08,1.87,-0.35382833873173536
500,500,2018/1/24,11282.25833,11694.95273,11967.82897,13529.94618,13826.64281,14093.59792,59.19433,0.0053,305.60%,112.14%,4698.993511,0.587280259,-0.154172644,272.51%,-0.08,1.73,-0.3068063904745135
501,501,2018/1/25,11392.03,11383.20007,11705.81237,13240.84168,13748.34581,14137.31842,109.77167,0.0097,309.08%,111.70%,4689.485507,0.582627961,-0.172031296,276.70%,-0.09,1.77,-0.34778513727904364
502,502,2018/1/26,10969.815,11276.11747,11447.37987,12923.37253,13594.36226,14158.17708,-422.215,-0.0371,299.49%,111.29%,4677.956015,0.577948418,-0.170529867,269.11%,-0.06,1.69,-0.35622413187662394
503,503,2018/1/27,11524.77667,11278.3888,11488.16287,12641.81387,13499.16876,14184.38155,554.96167,0.0506,302.06%,110.72%,4667.753441,0.573252839,-0.164512349,272.82%,-0.05,1.73,-0.2000733196822795
504,504,2018/1/28,11431.37,11320.05,11496.75753,12450.08703,13406.41409,14209.58771,-93.40667,-0.0081,299.29%,110.20%,4657.428647,0.568679987,-0.155624321,271.59%,-0.06,1.72,-0.28882440131047793
505,505,2018/1/29,11212.655,11306.12933,11500.54103,12275.00712,13339.65012,14227.34243,-218.715,-0.0191,316.26%,109.64%,4645.774038,0.564079646,-0.152441838,288.46%,-0.07,1.88,-0.30974314066772096
506,506,2018/1/30,10184.06167,11064.53567,11223.86787,12062.3392,13206.93301,14215.67826,-1028.59333,-0.0917,264.48%,109.00%,4629.552523,0.55929975,-0.162217628,242.64%,-0.08,1.43,-0.47462228607860557
507,507,2018/1/31,10082.52,10887.07667,11081.59707,11901.6255,13083.15034,14202.38893,-101.54167,-0.01,261.38%,108.41%,4613.352829,0.554644453,-0.167855113,241.09%,-0.09,1.41,-0.3896365903974576
508,508,2018/2/1,9083.258333,10398.773,10838.5809,11660.14432,12885.7304,14164.89953,-999.261667,-0.0991,182.25%,108.31%,4595.241055,0.550167151,-0.193000887,168.27%,-0.08,0.68,-0.5796598451648433
509,509,2018/2/2,8901.901667,9892.879334,10606.46467,11415.6799,12680.68507,14120.18406,-181.356666,-0.02,173.69%,108.62%,4579.440951,0.546221883,-0.219846619,159.91%,-0.06,0.6,-0.47710420476634885
510,510,2018/2/3,8852.73,9420.894334,10363.51183,11165.6704,12474.46807,14074.54256,-49.171667,-0.0055,175.77%,108.88%,4563.558556,0.542326053,-0.244785887,161.43%,-0.04,0.61,-0.45743156847020017
511,511,2018/2/4,8400.648333,9064.211667,10064.37367,10885.09302,12182.01901,13988.87036,-452.081667,-0.0511,142.98%,109.41%,4547.041838,0.538527998,-0.25593519,130.68%,-0.05,0.31,-0.5777149929545551
512,512,2018/2/5,6838.816667,8415.471,9651.273834,10549.32685,11832.67297,13827.81778,-1561.831666,-0.1859,103.70%,110.65%,4533.443757,0.535732152,-0.288793747,93.72%,-0.03,-0.06,-0.8041961809135539
513,513,2018/2/6,6925.46,7983.911333,9191.342167,10339.75252,11491.65663,13662.22745,86.643333,0.0127,107.33%,111.74%,4518.937564,0.532776748,-0.305242787,96.05%,0.03,-0.04,-0.42996964925847314
514,514,2018/2/7,8099.958333,7823.522667,8858.201,10177.47927,11252.79169,13544.84618,1174.498333,0.1696,122.99%,112.64%,4502.761,0.529228769,-0.30474829,109.18%,0.07,0.09,-0.1201087179649705
515,515,2018/2/8,8240.536667,7701.084,8560.989167,10030.7651,11037.00113,13434.35838,140.578334,0.0174,113.88%,113.75%,4488.125153,0.525934814,-0.302248509,100.12%,0.08,0.0,-0.316295115053148
516,516,2018/2/9,8245.08,7669.970333,8367.091,9795.479434,10830.5898,13320.62721,4.543333,0.0006,113.13%,114.92%,4474.60487,0.52286361,-0.291823393,98.44%,0.07,-0.02,-0.3438821893146956
517,517,2018/2/10,8319.876566,7966.182313,8190.826657,9636.211862,10664.69255,13171.35193,74.796566,0.0091,94.25%,116.29%,4460.97574,0.519777323,-0.253032164,81.05%,0.06,-0.19,-0.29747479730536397
518,518,2018/2/11,8343.455,8249.781313,8116.846323,9477.713612,10479.04499,13030.27007,23.578434,0.0028,97.85%,117.65%,4449.492871,0.517087778,-0.212735385,83.17%,-0.02,-0.17,-0.3980875178885795
519,519,2018/2/12,8068.02,8243.393647,8033.458157,9319.961412,10288.27265,12893.86524,-275.435,-0.033,93.02%,119.01%,4437.651833,0.514439712,-0.198758244,78.16%,-0.08,-0.22,-0.5481323316331755
520,520,2018/2/13,8597.7675,8314.839813,8007.961907,9185.73687,10113.1009,12740.96303,529.7475,0.0657,98.62%,120.29%,4425.261857,0.511555947,-0.177815005,81.99%,-0.13,-0.18,-0.4714248628011616
521,521,2018/2/14,9334.633333,8532.75048,8101.360407,9082.867037,9957.182147,12571.5622,736.865833,0.0857,126.00%,121.27%,4413.792751,0.508604063,-0.1430557,103.90%,-0.15,0.04,-0.41271849765519614
522,522,2018/2/15,9471.64,8763.103167,8364.64274,9007.958287,9821.098813,12408.0912,137.006667,0.0147,130.75%,122.16%,4401.12543,0.505425758,-0.10772681,107.03%,-0.19,0.07,-0.5325901237801183
523,523,2018/2/16,10127.16167,9119.844501,8684.812907,8938.077537,9788.10598,12260.84628,655.52167,0.0692,143.56%,122.93%,4388.948375,0.502108736,-0.068272808,116.79%,-0.19,0.17,-0.3844426967924389
524,524,2018/2/17,10841.99167,9674.638835,8959.016241,8908.60862,9771.324925,12145.92761,714.83,0.0706,168.12%,123.44%,4378.338011,0.498787643,-0.00989488,136.19%,-0.19,0.36,-0.27475155186361433
525,525,2018/2/18,11085.83,10172.25133,9243.545574,8902.26737,9768.358591,12040.97578,243.83833,0.0225,178.10%,123.85%,4367.370845,0.495342731,0.041347043,143.80%,-0.2,0.44,-0.27316093013933823
526,526,2018/2/19,11110.965,10527.51767,9530.134074,8948.612537,9707.03098,11958.70003,25.135,0.0023,166.13%,124.32%,4355.747366,0.491828639,0.084524989,133.63%,-0.18,0.34,-0.19611961802439296
527,527,2018/2/20,11390.39167,10911.268,9837.185584,9014.00612,9703.203103,11895.35747,279.42667,0.0251,162.43%,124.83%,4345.728083,0.488498447,0.124501661,130.13%,-0.16,0.3,-0.060135926850459376
528,528,2018/2/21,11245.98,11135.03167,10127.43808,9122.142204,9694.288436,11853.18031,-144.41167,-0.0127,159.62%,125.40%,4335.866226,0.485308536,0.148617739,127.28%,-0.13,0.27,-0.015505006109757913
529,529,2018/2/22,9931.071667,10952.84767,10313.74325,9173.600704,9651.222025,11786.21192,-1314.908333,-0.1169,127.75%,126.23%,4322.873669,0.4821847,0.134866408,101.20%,-0.11,0.01,-0.1607167774366134
530,530,2018/2/23,10162.11667,10768.105,10470.17817,9239.070037,9613.88397,11720.26339,231.045003,0.0233,133.38%,126.98%,4310.10221,0.479047408,0.120057724,105.04%,-0.07,0.05,0.09497583446544947
531,531,2018/2/24,10171.3,10580.172,10553.84483,9327.602621,9573.19297,11660.76939,9.18333,0.0009,134.41%,127.71%,4297.029864,0.475894586,0.105187374,105.25%,-0.05,0.05,0.07860386824850144
532,532,2018/2/25,9696.593333,10241.41233,10576.34017,9470.491454,9530.752247,11562.55725,-474.706667,-0.0467,110.43%,128.64%,4283.048787,0.472796287,0.074564952,85.85%,-0.02,-0.14,0.00944607563508782
533,533,2018/2/26,10348.60333,10061.937,10598.48433,9641.64862,9491.546469,11495.35761,652.009997,0.0672,125.22%,129.42%,4271.210018,0.469844472,0.060094583,96.75%,0.01,-0.03,0.21265999050068354
534,534,2018/2/27,10319.46,10139.61467,10546.23117,9752.623704,9454.482803,11430.44845,-29.14333,-0.0028,125.19%,130.18%,4258.980138,0.466874874,0.07246635,96.17%,0.03,-0.04,0.1735617664429186
535,535,2018/2/28,10370.165,10181.22433,10474.66467,9859.10512,9426.399803,11383.02496,50.705,0.0049,111.13%,131.04%,4246.483987,0.463879021,0.08007559,84.81%,0.02,-0.15,0.17069477808961725
536,536,2018/3/1,11009.38167,10348.84067,10464.50633,9997.320204,9453.910469,11330.42174,639.21667,0.0616,140.36%,131.72%,4236.869246,0.461131715,0.094662436,106.56%,0.01,0.07,0.26780171492756993
537,537,2018/3/2,10931.12,10595.746,10418.57917,10127.88238,9482.197136,11282.67374,-78.26167,-0.0071,138.38%,132.35%,4224.846158,0.458073863,0.117435743,104.56%,0.0,0.05,0.18733222706571176
538,538,2018/3/3,11326.94833,10791.415,10426.676,10277.05704,9556.986803,11221.3586,395.82833,0.0362,160.74%,132.81%,4213.498882,0.455006113,0.129165,121.04%,-0.02,0.21,0.23733586434119608
539,539,2018/3/4,11430.18167,11013.55933,10576.587,10445.16513,9641.262803,11160.97393,103.23334,0.0091,154.64%,133.34%,4200.538266,0.451696896,0.142335767,115.97%,-0.03,0.16,0.19799799385421263
540,540,2018/3/5,11516.83,11242.89233,10712.05833,10591.11825,9730.066136,11102.2671,86.64833,0.0076,162.64%,133.82%,4188.354689,0.448514016,0.155479539,121.54%,-0.04,0.22,0.20118158701951716
